HHD,PID,Gender,Age,Income,Hhd_income,License,Status,Education,Hhd_size,Residence,WS,ID,Rela
4752,10894,1,43,4145,205040,0,2,6,5,620,Firms,199,0
4752,10895,1,19,0,205040,0,1,6,5,620,Schools,2483,0
4752,10896,0,20,0,205040,0,1,7,5,620,Schools,2300,1
4753,10897,1,99,6527,227603,0,4,4,5,632,0,0,1
4753,10898,1,75,7190,227603,0,4,4,5,632,0,0,0
4753,10899,1,41,5250,227603,0,2,6,5,632,Schools,2069,0
4753,10900,1,15,0,227603,0,1,4,5,632,Schools,2410,0
4753,10901,0,24,0,227603,0,1,9,5,632,Schools,2360,0
4754,10902,1,81,5250,276000,0,4,4,5,642,0,0,1
4754,10903,1,72,5250,276000,0,4,4,5,642,0,0,0
4754,10904,1,43,12500,276000,0,2,6,5,642,Firms,238,0
4754,10905,1,7,0,276000,0,1,2,5,642,Schools,2097,0
4754,10906,0,18,0,276000,0,1,7,5,642,Schools,2307,0
4755,10907,1,75,5250,276000,0,4,4,5,644,0,0,1
4755,10908,1,88,5250,276000,0,4,4,5,644,0,0,0
4755,10909,1,42,12500,276000,0,2,6,5,644,Firms,111,0
4755,10910,1,7,0,276000,0,1,2,5,644,Schools,2107,0
4755,10911,0,24,0,276000,1,1,9,5,644,Schools,2343,0
4756,10912,1,83,5250,357908,0,4,4,5,646,0,0,0
4756,10913,1,81,5250,357908,0,4,4,5,646,0,0,1
4756,10914,1,37,19326,357908,0,2,6,5,646,Firms,200,0
4756,10915,1,12,0,357908,0,1,3,5,646,Schools,2228,0
4756,10916,0,14,0,357908,0,1,3,5,646,Schools,2241,0
4757,10917,1,87,3810,227473,0,4,4,5,652,0,0,1
4757,10918,1,88,2646,227473,0,4,4,5,652,0,0,0
4757,10919,1,41,12500,227473,0,2,6,5,652,Firms,25,0
4757,10920,1,9,0,227473,0,1,2,5,652,Schools,2011,0
4757,10921,0,20,0,227473,0,1,7,5,652,Schools,2301,0
4758,10922,1,84,12500,331141,0,4,4,5,652,0,0,1
4758,10923,1,83,9553,331141,0,4,4,5,652,0,0,0
4758,10924,1,37,5542,331141,0,2,6,5,652,Firms,201,0
4758,10925,1,6,0,331141,0,1,2,5,652,Schools,2012,0
4758,10926,0,11,0,331141,0,1,2,5,652,Schools,2012,0
4759,10927,1,71,12500,355621,0,4,4,5,664,0,0,1
4759,10928,1,89,8369,355621,0,4,4,5,664,0,0,0
4759,10929,1,40,8766,355621,0,2,6,5,664,Firms,202,0
4759,10930,1,7,0,355621,0,1,2,5,664,Schools,2013,0
4759,10931,0,21,0,355621,0,1,7,5,664,Schools,2301,0
4760,10932,1,73,5250,423247,0,4,4,5,666,0,0,1
4760,10933,1,99,6993,423247,0,4,4,5,666,0,0,0
4760,10934,1,44,23028,423247,0,2,6,5,666,Firms,203,0
4760,10935,1,11,0,423247,0,1,2,5,666,Schools,2014,0
4760,10936,0,7,0,423247,0,1,2,5,666,Schools,2015,0
4761,10937,1,2,0,182757,0,1,0,5,669,0,0,0
4761,10938,1,77,5250,182757,0,4,4,5,669,0,0,0
4761,10939,1,97,5250,182757,0,4,4,5,669,0,0,1
4761,10940,1,39,4730,182757,0,2,6,5,669,Firms,204,0
4761,10941,0,12,0,182757,0,1,3,5,669,Schools,2243,0
4762,10942,1,97,5250,413084,0,4,4,5,669,0,0,0
4762,10943,1,75,6511,413084,0,4,4,5,669,0,0,0
4762,10944,1,41,22663,413084,0,2,6,5,669,Firms,205,1
4762,10945,1,6,0,413084,0,1,2,5,669,Schools,2015,0
4762,10946,0,12,0,413084,0,1,3,5,669,Schools,2228,0
4763,10947,1,0,0,146222,0,1,0,5,676,0,0,0
4763,10948,1,94,5250,146222,0,4,4,5,676,0,0,0
4763,10949,1,82,3615,146222,0,4,4,5,676,0,0,1
4763,10950,1,36,3320,146222,0,2,6,5,676,Firms,206,0
4763,10951,0,16,0,146222,0,1,4,5,676,Schools,2387,0
4764,10952,1,91,5250,192110,0,4,4,5,676,0,0,1
4764,10953,1,89,3874,192110,0,4,4,5,676,0,0,0
4764,10954,1,43,6885,192110,0,2,6,5,676,Firms,207,0
4764,10955,1,13,0,192110,0,1,3,5,676,Schools,2229,0
4764,10956,0,15,0,192110,0,1,4,5,676,Schools,2387,0
4765,10957,1,71,5250,253550,0,4,4,5,677,0,0,0
4765,10958,1,97,7817,253550,0,4,4,5,677,0,0,0
4765,10959,1,40,8062,253550,0,2,6,5,677,Firms,208,1
4765,10960,1,13,0,253550,0,1,3,5,677,Schools,2229,0
4765,10961,0,15,0,253550,0,1,4,5,677,Schools,2388,0
4766,10962,0,25,24627,351173,1,2,6,3,1605,Shops,1335,0
4766,10963,1,64,4637,351173,0,2,7,3,1605,Schools,2070,0
4766,10964,1,22,0,351173,1,1,9,3,1605,Schools,2361,1
4767,10965,0,25,24627,366695,1,2,6,3,1605,Shops,1170,1
4767,10966,1,55,5931,366695,1,2,7,3,1605,Firms,209,0
4767,10967,1,13,0,366695,0,1,3,3,1605,Schools,2230,0
4768,10968,0,29,24627,445529,1,2,6,3,1621,Firms,297,1
4768,10969,1,56,12500,445529,1,2,7,3,1621,Firms,233,0
4768,10970,1,9,0,445529,0,1,2,3,1621,Schools,2118,0
4769,10971,0,32,24627,374457,1,2,6,3,1621,Firms,838,0
4769,10972,1,64,6577,374457,1,2,7,3,1621,Schools,2071,1
4769,10973,1,7,0,374457,0,1,2,3,1621,Schools,2016,0
4770,10974,0,26,24627,336930,1,2,6,3,1622,Firms,835,1
4770,10975,1,62,3450,336930,1,2,7,3,1622,Schools,2072,0
4770,10976,1,14,0,336930,0,1,3,3,1622,Schools,2230,0
4771,10977,0,31,6052,368147,1,2,6,3,1622,Firms,210,0
4771,10978,1,64,24627,368147,1,2,7,3,1622,Schools,2073,1
4771,10979,1,8,0,368147,0,1,2,3,1622,Schools,2017,0
4772,10980,0,33,12500,445529,1,2,6,3,1644,Firms,378,1
4772,10981,1,60,24627,445529,1,2,7,3,1644,Firms,871,0
4772,10982,1,11,0,445529,0,1,2,3,1644,Schools,2093,0
4773,10983,0,33,24627,375159,1,2,6,3,1644,Shops,1794,0
4773,10984,1,57,6636,375159,1,2,7,3,1644,Firms,211,1
4773,10985,1,13,0,375159,0,1,3,3,1644,Schools,2231,0
4774,10986,0,32,4909,208906,1,2,6,3,1652,Firms,212,1
4774,10987,1,59,12500,208906,0,2,7,3,1652,Shops,1201,0
4774,10988,1,19,0,208906,1,1,7,3,1652,Schools,2301,0
4775,10989,0,32,4067,198807,1,2,6,3,1652,Firms,213,1
4775,10990,1,61,12500,198807,1,2,7,3,1652,Schools,2074,0
4775,10991,1,16,0,198807,0,1,4,3,1652,Schools,2389,0
4776,10992,0,31,12500,239372,1,2,6,3,1655,Firms,194,1
4776,10993,1,55,7448,239372,0,2,7,3,1655,Firms,214,0
4776,10994,1,18,0,239372,1,1,7,3,1655,Schools,2302,0
4777,10995,0,30,24627,409261,1,2,6,3,1655,Firms,640,1
4777,10996,1,60,9478,409261,0,2,7,3,1655,Firms,215,0
4777,10997,1,20,0,409261,1,1,7,3,1655,Schools,2302,0
4778,10998,0,34,12500,218379,1,2,6,3,1661,Firms,896,1
4778,10999,1,56,5698,218379,0,2,7,3,1661,Firms,216,0
4778,11000,1,23,0,218379,1,1,9,3,1661,Schools,2361,0
4779,11001,0,26,24627,357752,1,2,6,3,1661,Shops,1210,1
4779,11002,1,56,5185,357752,1,2,7,3,1661,Firms,217,0
4779,11003,1,12,0,357752,0,1,3,3,1661,Schools,2231,0
4780,11004,0,28,12500,445529,1,2,6,3,1664,Firms,497,0
4780,11005,1,61,24627,445529,1,2,7,3,1664,Schools,2075,1
4780,11006,1,9,0,445529,0,1,2,3,1664,Schools,2124,0
4781,11007,0,29,12500,220791,1,2,6,3,1664,Firms,577,1
4781,11008,1,61,5899,220791,0,2,7,3,1664,Schools,2076,0
4781,11009,1,21,0,220791,1,1,7,3,1664,Schools,2302,0
4782,11010,0,34,24627,382372,1,2,6,3,1669,Shops,1598,1
4782,11011,1,60,7237,382372,1,2,7,3,1669,Firms,218,0
4782,11012,1,10,0,382372,0,1,2,3,1669,Schools,2017,0
4783,11013,0,33,24627,349046,1,2,6,3,1669,Firms,649,0
4783,11014,1,60,4460,349046,0,2,7,3,1669,Firms,219,1
4783,11015,1,20,0,349046,1,1,7,3,1669,Schools,2303,0
4784,11016,0,25,12500,191526,1,2,6,3,1672,Firms,209,1
4784,11017,1,55,3461,191526,1,2,7,3,1672,Firms,220,0
4784,11018,1,10,0,191526,0,1,2,3,1672,Schools,2018,0
4785,11019,0,33,12500,250610,1,2,6,3,1672,Firms,66,0
4785,11020,1,55,8384,250610,1,2,7,3,1672,Firms,221,1
4785,11021,1,10,0,250610,0,1,2,3,1672,Schools,2019,0
4786,11022,0,28,12500,445529,1,2,6,3,1676,Firms,536,0
4786,11023,1,64,24627,445529,0,2,7,3,1676,Schools,2077,0
4786,11024,1,23,0,445529,1,1,9,3,1676,Schools,2370,1
4787,11025,1,33,5250,213000,1,2,5,3,1676,Firms,235,1
4787,11026,0,37,12500,213000,1,2,5,3,1676,Firms,510,0
4787,11027,0,6,0,213000,0,1,2,3,1676,Schools,2089,0
4788,11028,1,43,4954,209449,1,2,5,3,1701,Firms,222,0
4788,11029,0,34,12500,209449,1,2,5,3,1701,Shops,1846,1
4788,11030,0,14,0,209449,0,1,3,3,1701,Schools,2232,0
4789,11031,1,35,5250,167742,1,2,5,3,1701,Firms,223,1
4789,11032,0,26,8729,167742,1,2,5,3,1701,Firms,224,0
4789,11033,0,13,0,167742,0,1,3,3,1701,Schools,2233,0
4790,11034,1,26,5851,133206,1,2,5,3,1704,Firms,225,0
4790,11035,0,35,5250,133206,0,2,5,3,1704,Firms,226,0
4790,11036,0,24,0,133206,1,1,9,3,1704,Schools,2361,1
4791,11037,1,40,9151,172806,1,2,5,3,1704,Firms,227,1
4791,11038,0,27,5250,172806,1,2,5,3,1704,Firms,364,0
4791,11039,0,11,0,172806,0,1,2,3,1704,Schools,2020,0
4792,11040,1,29,4237,113845,1,2,5,3,1705,Firms,228,0
4792,11041,0,35,5250,113845,0,2,5,3,1705,Shops,1604,0
4792,11042,0,20,0,113845,1,1,6,3,1705,Schools,2483,1
4793,11043,1,32,4684,119212,1,2,5,3,1705,Firms,229,0
4793,11044,0,39,5250,119212,1,2,5,3,1705,Shops,1878,1
4793,11045,0,10,0,119212,0,1,2,3,1705,Schools,2020,0
4794,11046,1,26,3880,196558,1,2,5,3,1717,Firms,230,1
4794,11047,0,39,12500,196558,1,2,5,3,1717,Firms,698,0
4794,11048,0,14,0,196558,0,1,3,3,1717,Schools,2195,0
4795,11049,1,35,5250,153866,1,2,5,3,1717,Firms,231,0
4795,11050,0,28,7572,153866,1,2,5,3,1717,Firms,232,1
4795,11051,0,10,0,153866,0,1,2,3,1717,Schools,2021,0
4796,11052,1,30,5250,124052,1,2,5,3,1717,Firms,221,1
4796,11053,0,35,5088,124052,1,2,5,3,1717,Firms,233,0
4796,11054,0,9,0,124052,0,1,2,3,1717,Schools,2022,0
4797,11055,1,25,5250,119361,1,2,5,3,1717,Firms,234,0
4797,11056,0,37,4697,119361,0,2,5,3,1717,Firms,235,0
4797,11057,0,20,0,119361,1,1,7,3,1717,Schools,2303,1
4798,11058,1,42,12500,213000,1,2,5,3,1733,Firms,582,1
4798,11059,0,28,5250,213000,1,2,5,3,1733,Firms,939,0
4798,11060,0,14,0,213000,0,1,3,3,1733,Schools,2246,0
4799,11061,1,29,5250,213000,1,2,5,3,1733,Firms,236,1
4799,11062,0,44,12500,213000,1,2,5,3,1733,Firms,469,0
4799,11063,0,3,0,213000,0,1,1,3,1733,Schools,2457,0
4800,11064,1,32,4623,118477,1,2,5,3,1735,Firms,237,1
4800,11065,0,37,5250,118477,1,2,5,3,1735,Shops,1815,0
4800,11066,0,17,0,118477,0,1,4,3,1735,Schools,2390,0
4801,11067,1,28,5250,143611,1,2,5,3,1735,Firms,238,1
4801,11068,0,39,6718,143611,1,2,5,3,1735,Firms,239,0
4801,11069,0,15,0,143611,0,1,4,3,1735,Schools,2390,0
4802,11070,1,39,0,108000,1,3,3,4,578,0,0,0
4802,11071,0,60,3750,108000,0,4,4,4,578,0,0,1
4802,11072,1,27,5250,108000,0,2,6,4,578,Firms,606,0
4802,11073,0,24,0,108000,0,1,9,4,578,Schools,2368,0
4803,11074,1,39,0,108000,1,3,3,4,581,0,0,1
4803,11075,0,62,3750,108000,0,4,4,4,581,0,0,0
4803,11076,1,32,5250,108000,0,2,6,4,581,Firms,638,0
4803,11077,0,11,0,108000,0,1,2,4,581,Schools,2023,0
4804,11078,1,39,0,142425,1,3,3,4,581,0,0,0
4804,11079,0,58,6619,142425,0,4,4,4,581,0,0,0
4804,11080,1,33,5250,142425,0,2,6,4,581,Firms,364,1
4804,11081,0,11,0,142425,0,1,2,4,581,Schools,2023,0
4805,11082,1,37,0,162001,1,3,3,4,586,0,0,0
4805,11083,0,59,9750,162001,0,4,4,4,586,0,0,0
4805,11084,1,33,3750,162001,0,2,6,4,586,Schools,2078,1
4805,11085,0,22,0,162001,0,1,9,4,586,Schools,2332,0
4806,11086,1,42,0,108000,1,3,3,4,594,0,0,0
4806,11087,0,55,3750,108000,0,3,4,4,594,0,0,0
4806,11088,1,32,5250,108000,1,2,6,4,594,Shops,1135,0
4806,11089,0,19,0,108000,0,1,7,4,594,Schools,2303,1
4807,11090,1,0,0,108000,0,1,0,4,598,0,0,0
4807,11091,0,40,0,108000,0,3,3,4,598,0,0,0
4807,11092,1,59,5250,108000,1,3,4,4,598,0,0,0
4807,11093,0,26,3750,108000,0,2,6,4,598,Schools,2079,1
4808,11094,1,39,0,117548,1,3,3,4,598,0,0,0
4808,11095,0,61,3750,117548,0,4,4,4,598,0,0,0
4808,11096,1,27,6046,117548,0,2,6,4,598,Firms,240,1
4808,11097,0,14,0,117548,0,1,3,4,598,Schools,2134,0
4809,11098,1,39,0,120367,1,3,3,4,600,0,0,1
4809,11099,0,58,3750,120367,0,3,4,4,600,0,0,0
4809,11100,1,33,6281,120367,0,2,6,4,600,Firms,241,0
4809,11101,0,23,0,120367,0,1,9,4,600,Schools,2361,0
4810,11102,1,39,0,108000,1,3,3,4,600,0,0,1
4810,11103,0,63,3750,108000,0,4,4,4,600,0,0,0
4810,11104,1,32,5250,108000,0,2,6,4,600,Firms,979,0
4810,11105,0,23,0,108000,0,1,9,4,600,Schools,2362,0
4811,11106,1,38,0,92232,1,3,3,4,606,0,0,0
4811,11107,0,64,3936,92232,0,4,4,4,606,0,0,0
4811,11108,1,30,3750,92232,0,2,6,4,606,Schools,2080,1
4811,11109,0,24,0,92232,0,1,9,4,606,Schools,2362,0
4812,11110,1,35,0,108000,1,3,3,4,607,0,0,1
4812,11111,0,58,3750,108000,0,3,4,4,607,0,0,0
4812,11112,1,33,5250,108000,0,2,6,4,607,Firms,568,0
4812,11113,0,14,0,108000,0,1,3,4,607,Schools,2247,0
4813,11114,1,43,0,108000,1,3,3,4,608,0,0,1
4813,11115,0,59,5250,108000,1,3,4,4,608,0,0,0
4813,11116,1,28,3750,108000,0,2,6,4,608,Schools,2081,0
4813,11117,0,20,0,108000,0,1,7,4,608,Schools,2303,0
4814,11118,1,41,0,108000,1,3,3,4,612,0,0,1
4814,11119,0,58,5250,108000,0,3,4,4,612,0,0,0
4814,11120,1,30,3750,108000,0,2,6,4,612,Schools,2082,0
4814,11121,0,10,0,108000,0,1,2,4,612,Schools,2099,0
4815,11122,1,37,0,90000,1,3,3,4,614,0,0,0
4815,11123,0,57,3750,90000,0,4,4,4,614,0,0,0
4815,11124,1,29,3750,90000,0,2,6,4,614,Schools,2083,0
4815,11125,0,19,0,90000,0,1,7,4,614,Schools,2269,1
4816,11126,1,42,0,108000,1,3,3,4,623,0,0,1
4816,11127,0,55,3750,108000,0,4,4,4,623,0,0,0
4816,11128,1,34,5250,108000,0,2,6,4,623,Firms,748,0
4816,11129,0,12,0,108000,0,1,3,4,623,Schools,2135,0
4817,11130,1,41,0,99037,1,3,3,4,623,0,0,0
4817,11131,0,57,3750,99037,0,4,4,4,623,0,0,1
4817,11132,1,27,4503,99037,0,2,6,4,623,Firms,242,0
4817,11133,0,21,0,99037,0,1,7,4,623,Schools,2265,0
4818,11134,1,35,0,90000,1,3,3,4,625,0,0,0
4818,11135,0,62,3750,90000,0,4,4,4,625,0,0,1
4818,11136,1,32,3750,90000,1,2,6,4,625,Schools,2084,0
4818,11137,0,18,0,90000,0,1,7,4,625,Schools,2263,0
4819,11138,1,37,0,108000,1,3,3,4,626,0,0,0
4819,11139,0,62,3750,108000,0,4,4,4,626,0,0,1
4819,11140,1,29,5250,108000,0,2,6,4,626,Firms,413,0
4819,11141,0,20,0,108000,0,1,7,4,626,Schools,2252,0
4820,11142,1,43,0,108000,1,3,3,4,629,0,0,0
4820,11143,0,61,3750,108000,0,4,4,4,629,0,0,1
4820,11144,1,31,5250,108000,0,2,6,4,629,Firms,838,0
4820,11145,0,19,0,108000,0,1,7,4,629,Schools,2304,0
4821,11146,1,39,0,119692,1,3,3,4,630,0,0,0
4821,11147,0,56,4724,119692,0,4,4,4,630,0,0,0
4821,11148,1,31,5250,119692,0,2,6,4,630,Firms,900,0
4821,11149,0,24,0,119692,0,1,9,4,630,Schools,2362,1
4822,11150,1,36,0,108000,1,3,3,4,636,0,0,0
4822,11151,0,64,3750,108000,0,4,4,4,636,0,0,0
4822,11152,1,27,5250,108000,0,2,6,4,636,Firms,161,1
4822,11153,0,15,0,108000,0,1,4,4,636,Schools,2391,0
4823,11154,1,44,0,135450,1,3,3,4,638,0,0,0
4823,11155,0,60,3750,135450,0,4,4,4,638,0,0,1
4823,11156,1,27,7538,135450,0,2,6,4,638,Firms,243,0
4823,11157,0,11,0,135450,0,1,2,4,638,Schools,2024,0
4824,11158,1,41,0,159975,1,3,3,4,639,0,0,0
4824,11159,0,56,9581,159975,0,4,4,4,639,0,0,0
4824,11160,1,25,3750,159975,1,2,6,4,639,Schools,2085,1
4824,11161,0,14,0,159975,0,1,3,4,639,Schools,2207,0
4825,11162,1,43,0,90000,1,3,3,4,639,0,0,1
4825,11163,0,56,3750,90000,0,3,4,4,639,0,0,0
4825,11164,1,30,3750,90000,0,2,6,4,639,Schools,2086,0
4825,11165,0,15,0,90000,0,1,4,4,639,Schools,2392,0
4826,11166,1,38,0,108000,1,3,3,4,656,0,0,0
4826,11167,0,63,5250,108000,0,4,4,4,656,0,0,0
4826,11168,1,33,3750,108000,0,2,6,4,656,Schools,2087,1
4826,11169,0,15,0,108000,0,1,4,4,656,Schools,2412,0
4827,11170,1,39,0,88999,1,3,3,4,656,0,0,0
4827,11171,0,57,3667,88999,0,4,4,4,656,0,0,0
4827,11172,1,25,3750,88999,0,2,6,4,656,Schools,2395,1
4827,11173,0,17,0,88999,0,1,4,4,656,Schools,2379,0
4828,11174,1,39,0,90000,1,3,3,4,656,0,0,0
4828,11175,0,64,3750,90000,0,4,4,4,656,0,0,0
4828,11176,1,25,3750,90000,0,2,6,4,656,Schools,2396,1
4828,11177,0,17,0,90000,0,1,4,4,656,Schools,2393,0
4829,11178,1,38,0,108000,1,3,3,4,658,0,0,1
4829,11179,0,55,3750,108000,0,4,4,4,658,0,0,0
4829,11180,1,25,5250,108000,0,2,6,4,658,Schools,2489,0
4829,11181,0,11,0,108000,0,1,2,4,658,Schools,2099,0
4830,11182,1,44,0,87865,1,3,3,4,658,0,0,0
4830,11183,0,63,2072,87865,0,4,4,4,658,0,0,0
4830,11184,1,25,5250,87865,1,2,6,4,658,Firms,167,1
4830,11185,0,23,0,87865,0,1,9,4,658,Schools,2362,0
4831,11186,1,41,0,108000,1,3,3,4,660,0,0,0
4831,11187,0,63,3750,108000,0,4,4,4,660,0,0,0
4831,11188,1,26,5250,108000,0,2,6,4,660,Firms,390,1
4831,11189,0,14,0,108000,0,1,3,4,660,Schools,2135,0
4832,11190,1,37,0,142011,1,3,3,4,665,0,0,0
4832,11191,0,57,3750,142011,0,3,4,4,665,0,0,0
4832,11192,1,26,8084,142011,0,2,6,4,665,Firms,244,1
4832,11193,0,8,0,142011,0,1,2,4,665,Schools,2025,0
4833,11194,1,42,0,108000,1,3,3,4,671,0,0,0
4833,11195,0,56,5250,108000,0,3,4,4,671,0,0,0
4833,11196,1,25,3750,108000,0,2,6,4,671,Schools,2397,1
4833,11197,0,18,0,108000,0,1,7,4,671,Schools,2304,0
4834,11198,1,35,0,90000,1,3,3,4,671,0,0,0
4834,11199,0,59,3750,90000,0,3,4,4,671,0,0,0
4834,11200,1,28,3750,90000,0,2,6,4,671,Schools,2398,1
4834,11201,0,14,0,90000,0,1,3,4,671,Schools,2249,0
4835,11202,1,36,0,70848,1,3,3,4,671,0,0,1
4835,11203,0,59,2154,70848,0,4,4,4,671,0,0,0
4835,11204,1,27,3750,70848,0,2,6,4,671,Schools,2399,0
4835,11205,0,8,0,70848,0,1,2,4,671,Schools,2085,0
4836,11206,1,39,0,108000,1,3,3,4,671,0,0,0
4836,11207,0,62,5250,108000,0,4,4,4,671,0,0,0
4836,11208,1,28,3750,108000,0,2,6,4,671,Schools,2400,1
4836,11209,0,10,0,108000,0,1,2,4,671,Schools,2025,0
4837,11210,1,38,0,106600,1,3,3,4,674,0,0,1
4837,11211,0,60,3750,106600,0,4,4,4,674,0,0,0
4837,11212,1,28,5133,106600,0,2,6,4,674,Firms,245,0
4837,11213,0,6,0,106600,0,1,2,4,674,Schools,2083,0
4838,11214,1,41,0,90000,1,3,3,4,674,0,0,1
4838,11215,0,61,3750,90000,0,4,4,4,674,0,0,0
4838,11216,1,29,3750,90000,0,2,6,4,674,Schools,2401,0
4838,11217,0,18,0,90000,0,1,7,4,674,Schools,2276,0
4839,11218,1,35,0,108000,1,3,3,4,679,0,0,1
4839,11219,0,55,3750,108000,0,3,4,4,679,0,0,0
4839,11220,1,27,5250,108000,0,2,6,4,679,Firms,16,0
4839,11221,0,24,0,108000,0,1,9,4,679,Schools,2363,0
4840,11222,1,39,0,162742,1,3,3,4,680,0,0,1
4840,11223,0,60,3750,162742,0,4,4,4,680,0,0,0
4840,11224,1,26,9812,162742,0,2,6,4,680,Firms,246,0
4840,11225,0,9,0,162742,0,1,2,4,680,Schools,2026,0
4841,11226,1,44,0,163623,1,3,3,4,680,0,0,0
4841,11227,0,55,8385,163623,0,4,4,4,680,0,0,0
4841,11228,1,31,5250,163623,0,2,6,4,680,Firms,688,1
4841,11229,0,21,0,163623,0,1,7,4,680,Schools,2304,0
4842,11230,1,1,0,159016,0,1,0,4,680,0,0,0
4842,11231,0,42,0,159016,1,3,3,4,680,0,0,1
4842,11232,1,63,5250,159016,0,4,4,4,680,0,0,0
4842,11233,0,32,8001,159016,0,2,6,4,680,Firms,247,0
4843,11234,1,38,0,90000,1,3,3,4,684,0,0,0
4843,11235,0,63,3750,90000,0,4,4,4,684,0,0,0
4843,11236,1,27,3750,90000,0,2,6,4,684,Schools,2402,1
4843,11237,0,20,0,90000,0,1,7,4,684,Schools,2267,0
4844,11238,1,36,22500,309553,1,2,6,4,686,Firms,236,1
4844,11239,0,57,3296,309553,0,2,7,4,686,Firms,248,0
4844,11240,1,8,0,309553,0,1,2,4,686,Schools,2084,0
4844,11241,1,20,0,309553,1,1,6,4,686,Schools,2483,0
4845,11242,1,35,22500,565529,1,2,6,4,688,Firms,496,1
4845,11243,0,61,24627,565529,0,2,7,4,688,Schools,2403,0
4845,11244,1,17,0,565529,0,1,4,4,688,Schools,2410,0
4845,11245,1,21,0,565529,1,1,7,4,688,Schools,2283,0
4846,11246,1,38,22500,565529,1,2,6,4,689,Firms,608,0
4846,11247,0,61,24627,565529,0,2,7,4,689,Schools,2404,1
4846,11248,1,8,0,565529,0,1,2,4,689,Schools,2093,0
4846,11249,1,21,0,565529,1,1,7,4,689,Schools,2283,0
4847,11250,1,40,22500,565529,1,2,6,4,692,Firms,175,0
4847,11251,0,60,24627,565529,0,2,7,4,692,Firms,812,0
4847,11252,1,9,0,565529,0,1,2,4,692,Schools,2072,0
4847,11253,1,22,0,565529,1,1,9,4,692,Schools,2372,1
4848,11254,1,38,8881,402103,1,2,6,4,692,Firms,249,1
4848,11255,0,59,24627,402103,0,2,7,4,692,Firms,747,0
4848,11256,1,14,0,402103,0,1,3,4,692,Schools,2248,0
4848,11257,1,22,0,402103,1,1,9,4,692,Schools,2363,0
4849,11258,1,43,24627,565529,1,2,6,4,694,Firms,135,1
4849,11259,0,56,22500,565529,1,2,7,4,694,Firms,141,0
4849,11260,1,6,0,565529,0,1,2,4,694,Schools,2080,0
4849,11261,1,6,0,565529,0,1,2,4,694,Schools,2124,0
4850,11262,1,43,24627,565529,1,2,6,4,695,Firms,399,1
4850,11263,0,60,22500,565529,0,2,7,4,695,Firms,422,0
4850,11264,1,3,0,565529,0,1,1,4,695,Schools,2457,0
4850,11265,1,20,0,565529,1,1,7,4,695,Schools,2254,0
4851,11266,1,40,3311,335262,1,2,6,4,698,Firms,250,1
4851,11267,0,58,24627,335262,1,2,7,4,698,Firms,13,0
4851,11268,1,7,0,335262,0,1,2,4,698,Schools,2027,0
4851,11269,1,6,0,335262,0,1,2,4,698,Schools,2115,0
4852,11270,1,40,22500,565529,1,2,6,4,700,Firms,371,1
4852,11271,0,61,24627,565529,0,2,7,4,700,Schools,2282,0
4852,11272,1,10,0,565529,0,1,2,4,700,Schools,2119,0
4852,11273,1,22,0,565529,1,1,9,4,700,Schools,2356,0
4853,11274,1,38,22500,565529,1,2,6,4,702,Firms,439,0
4853,11275,0,56,24627,565529,1,2,7,4,702,Firms,215,0
4853,11276,1,19,0,565529,0,1,7,4,702,Schools,2262,1
4853,11277,1,24,0,565529,1,1,9,4,702,Schools,2343,0
4854,11278,1,54,4018,351575,1,3,5,7,3,0,0,1
4854,11279,0,39,12376,351575,1,2,6,7,3,Firms,252,0
4854,11280,0,31,12904,351575,1,2,7,7,3,Firms,251,0
4854,11281,0,10,0,351575,0,1,2,7,3,Schools,2027,0
4854,11282,1,9,0,351575,0,1,2,7,3,Schools,2028,0
4854,11283,0,19,0,351575,1,1,7,7,3,Schools,2260,0
4854,11284,1,18,0,351575,0,1,7,7,3,Schools,2304,0
4855,11285,1,46,9000,303238,1,3,5,7,10,0,0,0
4855,11286,0,38,9270,303238,1,2,6,7,10,Firms,253,1
4855,11287,0,27,7000,303238,1,2,7,7,10,Schools,2283,0
4855,11288,0,4,0,303238,0,1,1,7,10,Schools,2460,0
4855,11289,1,7,0,303238,0,1,2,7,10,Schools,2117,0
4855,11290,0,11,0,303238,0,1,2,7,10,Schools,2120,0
4855,11291,1,23,0,303238,1,1,9,7,10,Schools,2363,0
4856,11292,1,52,9000,554899,1,3,5,7,15,0,0,0
4856,11293,0,41,18719,554899,0,2,6,7,15,Firms,255,0
4856,11294,0,30,18523,554899,1,2,7,7,15,Firms,254,0
4856,11295,0,7,0,554899,0,1,2,7,15,Schools,2084,0
4856,11296,1,19,0,554899,1,1,7,7,15,Schools,2285,1
4856,11297,0,23,0,554899,1,1,9,7,15,Schools,2364,0
4856,11298,1,27,0,554899,1,1,10,7,15,Schools,2490,0
4857,11299,1,46,8475,630819,1,3,5,7,20,0,0,1
4857,11300,0,35,22500,630819,1,2,6,7,20,Firms,93,0
4857,11301,0,31,21593,630819,1,2,7,7,20,Firms,256,0
4857,11302,0,7,0,630819,0,1,2,7,20,Schools,1990,0
4857,11303,1,17,0,630819,0,1,4,7,20,Schools,2394,0
4857,11304,0,15,0,630819,0,1,4,7,20,Schools,2395,0
4857,11305,1,24,0,630819,1,1,9,7,20,Schools,2353,0
4858,11306,1,9,0,0,0,1,2,2,989,Schools,2080,1
4858,11307,1,15,0,0,0,1,4,2,989,Schools,2379,0
