HHD,PID,Gender,Age,Income,Hhd_income,License,Status,Education,Edu_year,Edu_durati,Hhd_size,WS,ID,Rela,Property,Residence,LiveLong,LiveLat,WELong,WELat,Max_Fri,Min_Fri
4754,10903,1,72,5250,276000,0,4,4,0,0,5,0,0,11,0,518,116.5939652,40.04890012,0,0,8,2
4754,10904,1,43,12500,276000,0,2,6,0,0,5,Firms,238,3,0,518,116.5939652,40.04890012,116.150525,39.62632165,19,8
4754,10905,1,7,0,276000,0,1,2,2,6,5,Schools,2097,6,0,518,116.5939652,40.04890012,116.3982601,39.86796106,2,1
4754,10906,0,18,0,276000,0,1,7,1,4,5,Schools,2307,6,0,518,116.5939652,40.04890012,116.0462943,39.93835031,2,1
4755,10907,1,75,5250,276000,0,4,4,0,0,5,0,0,1,1,139,116.0202456,39.72706891,0,0,40,20
4755,10908,1,88,5250,276000,0,4,4,0,0,5,0,0,11,0,139,116.0202456,39.72706891,0,0,8,2
4755,10909,1,42,12500,276000,0,2,6,0,0,5,Firms,111,3,0,139,116.0202456,39.72706891,116.1896251,39.92829675,19,8
4755,10910,1,7,0,276000,0,1,2,2,6,5,Schools,2107,6,0,139,116.0202456,39.72706891,116.4243493,39.87801878,2,1
4755,10911,0,24,0,276000,1,1,9,3,3,5,Schools,2343,6,0,139,116.0202456,39.72706891,116.4504403,39.83778341,19,8
4756,10912,1,83,5250,357908,0,4,4,0,0,5,0,0,11,0,1113,116.3460874,40.02880511,0,0,2,1
4756,10913,1,81,5250,357908,0,4,4,0,0,5,0,0,1,1,1113,116.3460874,40.02880511,0,0,2,1
4756,10914,1,37,19326,357908,0,2,6,0,0,5,Firms,200,3,0,1113,116.3460874,40.02880511,116.0853743,39.59607716,19,8
4756,10915,1,12,0,357908,0,1,3,1,3,5,Schools,2228,6,0,1113,116.3460874,40.02880511,116.2939233,39.8579026,19,8
4756,10916,0,14,0,357908,0,1,3,3,3,5,Schools,2241,6,0,1113,116.3460874,40.02880511,115.9160907,39.71699862,2,1
4757,10917,1,87,3810,227473,0,4,4,0,0,5,0,0,1,1,1624,116.5156743,39.98860877,0,0,2,1
4757,10918,1,88,2646,227473,0,4,4,0,0,5,0,0,11,0,1624,116.5156743,39.98860877,0,0,40,20
4757,10919,1,41,12500,227473,0,2,6,0,0,5,Firms,25,6,0,1624,116.5156743,39.98860877,116.7375153,39.89813205,19,8
4757,10920,1,9,0,227473,0,1,2,4,6,5,Schools,2011,6,0,1624,116.5156743,39.98860877,116.3460874,39.90818763,8,2
4757,10921,0,20,0,227473,0,1,7,3,4,5,Schools,2301,6,0,1624,116.5156743,39.98860877,116.4765328,39.78747148,19,8
4758,10922,1,84,12500,331141,0,4,4,0,0,5,0,0,1,1,1624,116.5156743,39.98860877,0,0,40,20
4758,10923,1,83,9553,331141,0,4,4,0,0,5,0,0,11,0,1624,116.5156743,39.98860877,0,0,19,8
4758,10924,1,37,5542,331141,0,2,6,0,0,5,Firms,201,6,0,1624,116.5156743,39.98860877,116.2026599,39.63640098,2,1
4758,10925,1,6,0,331141,0,1,2,1,6,5,Schools,2012,6,0,1624,116.5156743,39.98860877,116.5156743,39.89813205,2,1
4758,10926,0,11,0,331141,0,1,2,6,6,5,Schools,2012,6,0,1624,116.5156743,39.98860877,116.5156743,39.89813205,2,1
4759,10927,1,71,12500,355621,0,4,4,0,0,5,0,0,1,1,339,116.2808837,39.95845553,0,0,2,1
4759,10928,1,89,8369,355621,0,4,4,0,0,5,0,0,11,0,339,116.2808837,39.95845553,0,0,40,20
4759,10929,1,40,8766,355621,0,2,6,0,0,5,Firms,202,3,0,339,116.2808837,39.95845553,116.3982601,39.83778341,8,2
4759,10930,1,7,0,355621,0,1,2,2,6,5,Schools,2013,6,0,339,116.2808837,39.95845553,115.955141,39.79753552,19,8
4759,10931,0,21,0,355621,0,1,7,4,4,5,Schools,2301,6,0,339,116.2808837,39.95845553,116.4765328,39.78747148,2,1
4760,10932,1,73,5250,423247,0,4,4,0,0,5,0,0,1,1,644,116.0853743,39.90818763,0,0,19,8
4760,10933,1,99,6993,423247,0,4,4,0,0,5,0,0,4,0,644,116.0853743,39.90818763,0,0,19,8
4760,10934,1,44,23028,423247,0,2,6,0,0,5,Firms,203,3,0,644,116.0853743,39.90818763,116.3591298,39.84784339,40,20
4760,10935,1,11,0,423247,0,1,2,6,6,5,Schools,2014,6,0,644,116.0853743,39.90818763,116.2026599,39.75727422,19,8
4760,10936,0,7,0,423247,0,1,2,2,6,5,Schools,2015,6,0,644,116.0853743,39.90818763,116.3721728,40.03885287,19,8
4761,10937,1,2,0,182757,0,1,0,3,3,5,0,0,6,0,419,116.868018,40.20959886,0,0,40,20
4761,10938,1,77,5250,182757,0,4,4,0,0,5,0,0,11,0,419,116.868018,40.20959886,0,0,8,2
4761,10939,1,97,5250,182757,0,4,4,0,0,5,0,0,1,1,419,116.868018,40.20959886,0,0,40,20
4761,10940,1,39,4730,182757,0,2,6,0,0,5,Firms,204,6,0,419,116.868018,40.20959886,116.3982601,39.7774066,8,2
4761,10941,0,12,0,182757,0,1,3,1,3,5,Schools,2243,6,0,419,116.868018,40.20959886,116.5678672,39.90818763,2,1
4762,10942,1,97,5250,413084,0,4,4,0,0,5,0,0,7,0,419,116.868018,40.20959886,0,0,2,1
4762,10943,1,75,6511,413084,0,4,4,0,0,5,0,0,4,0,419,116.868018,40.20959886,0,0,2,1
4762,10944,1,41,22663,413084,0,2,6,0,0,5,Firms,205,1,1,419,116.868018,40.20959886,116.2939233,40.2899189,2,1
4762,10945,1,6,0,413084,0,1,2,1,6,5,Schools,2015,3,0,419,116.868018,40.20959886,116.3721728,40.03885287,2,1
4762,10946,0,12,0,413084,0,1,3,1,3,5,Schools,2228,3,0,419,116.868018,40.20959886,116.2939233,39.8579026,8,2
4763,10947,1,0,0,146222,0,1,0,1,3,5,0,0,6,0,1021,116.828868,40.37022889,0,0,19,8
4763,10948,1,94,5250,146222,0,4,4,0,0,5,0,0,11,0,1021,116.828868,40.37022889,0,0,40,20
4763,10949,1,82,3615,146222,0,4,4,0,0,5,0,0,1,1,1021,116.828868,40.37022889,0,0,2,1
4763,10950,1,36,3320,146222,0,2,6,0,0,5,Firms,206,6,0,1021,116.828868,40.37022889,116.3460874,39.88807577,19,8
4763,10951,0,16,0,146222,0,1,4,2,3,5,Schools,2387,6,0,1021,116.828868,40.37022889,116.4113045,39.82772264,40,20
4764,10952,1,91,5250,192110,0,4,4,0,0,5,0,0,1,1,1021,116.828868,40.37022889,0,0,19,8
4764,10953,1,89,3874,192110,0,4,4,0,0,5,0,0,11,0,1021,116.828868,40.37022889,0,0,2,1
4764,10954,1,43,6885,192110,0,2,6,0,0,5,Firms,207,6,0,1021,116.828868,40.37022889,117.2984748,40.15939055,40,20
4764,10955,1,13,0,192110,0,1,3,2,3,5,Schools,2229,6,0,1021,116.828868,40.37022889,116.4634864,39.86796106,19,8
4764,10956,0,15,0,192110,0,1,4,1,3,5,Schools,2387,6,0,1021,116.828868,40.37022889,116.4113045,39.82772264,19,8
4765,10957,1,71,5250,253550,0,4,4,0,0,5,0,0,4,0,1394,116.5026268,39.99865868,0,0,2,1
4765,10958,1,97,7817,253550,0,4,4,0,0,5,0,0,7,0,1394,116.5026268,39.99865868,0,0,8,2
4765,10959,1,40,8062,253550,0,2,6,0,0,5,Firms,208,1,1,1394,116.5026268,39.99865868,116.5287221,40.08908436,19,8
4765,10960,1,13,0,253550,0,1,3,2,3,5,Schools,2229,3,0,1394,116.5026268,39.99865868,116.4634864,39.86796106,2,1
4765,10961,0,15,0,253550,0,1,4,1,3,5,Schools,2388,3,0,1394,116.5026268,39.99865868,116.2417688,39.89813205,19,8
4766,10962,0,25,24627,351173,1,2,6,0,0,3,Businessmen,1335,2,0,1183,116.5678672,39.88807577,116.3721728,39.76734085,19,8
4766,10963,1,64,4637,351173,0,2,7,0,0,3,Schools,2070,4,0,1183,116.5678672,39.88807577,116.3852162,40.09912929,19,8
4766,10964,1,22,0,351173,1,1,9,1,3,3,Schools,2361,1,1,1183,116.5678672,39.88807577,116.7505658,40.67142315,19,8
4767,10965,0,25,24627,366695,1,2,6,0,0,3,Businessmen,1170,1,1,1183,116.5678672,39.88807577,116.5939652,39.73713826,2,1
4767,10966,1,55,5931,366695,1,2,7,0,0,3,Firms,209,4,0,1183,116.5678672,39.88807577,116.3982601,40.01875684,19,8
4767,10967,1,13,0,366695,0,1,3,2,3,3,Schools,2230,11,0,1183,116.5678672,39.88807577,117.063738,40.17947479,2,1
4768,10968,0,29,24627,445529,1,2,6,0,0,3,Firms,297,1,1,205,116.1635576,39.76734085,116.2808837,40.14934794,19,8
4768,10969,1,56,12500,445529,1,2,7,0,0,3,Firms,233,4,0,205,116.1635576,39.76734085,116.0332695,40.00870803,2,1
4768,10970,1,9,0,445529,0,1,2,4,6,3,Schools,2118,11,0,205,116.1635576,39.76734085,116.2287318,40.26984011,2,1
4769,10971,0,32,24627,374457,1,2,6,0,0,3,Firms,838,3,0,205,116.1635576,39.76734085,116.6461635,39.8579026,8,2
4769,10972,1,64,6577,374457,1,2,7,0,0,3,Schools,2071,1,1,205,116.1635576,39.76734085,117.063738,40.29995806,2,1
4769,10973,1,7,0,374457,0,1,2,2,6,3,Schools,2012,6,0,205,116.1635576,39.76734085,116.5156743,39.89813205,2,1
4770,10974,0,26,24627,336930,1,2,6,0,0,3,Firms,835,1,0,576,116.3852162,39.62632165,116.7897171,40.19955779,2,1
4770,10975,1,62,3450,336930,1,2,7,0,0,3,Schools,1991,4,0,576,116.3852162,39.62632165,116.2156955,40.02880511,8,2
4770,10976,1,14,0,336930,0,1,3,3,3,3,Schools,2230,11,0,576,116.3852162,39.62632165,117.063738,40.17947479,19,8
4771,10977,0,31,6052,368147,1,2,6,0,0,3,Firms,210,3,0,576,116.3852162,39.62632165,116.3200042,39.68678201,19,8
4771,10978,1,64,24627,368147,1,2,7,0,0,3,Schools,2073,1,0,576,116.3852162,39.62632165,116.5809161,39.91824252,19,8
4771,10979,1,8,0,368147,0,1,2,3,6,3,Schools,2017,6,0,576,116.3852162,39.62632165,116.1114321,40.12926163,2,1
4772,10980,0,33,12500,445529,1,2,6,0,0,3,Firms,378,1,1,358,116.0984028,40.11921792,116.2939233,39.70692738,19,8
4772,10981,1,60,24627,445529,1,2,7,0,0,3,Firms,871,4,0,358,116.0984028,40.11921792,116.1765909,39.8579026,40,20
4772,10982,1,11,0,445529,0,1,2,6,6,3,Schools,2093,3,0,358,116.0984028,40.11921792,116.620064,40.01875684,2,1
4773,10983,0,33,24627,375159,1,2,6,0,0,3,Businessmen,1794,3,0,358,116.0984028,40.11921792,116.3330455,39.87801878,40,20
4773,10984,1,57,6636,375159,1,2,7,0,0,3,Firms,211,1,1,358,116.0984028,40.11921792,116.5156743,40.00870803,40,20
4773,10985,1,13,0,375159,0,1,3,2,3,3,Schools,2231,3,0,358,116.0984028,40.11921792,116.2939233,39.94840323,19,8
4774,10986,0,32,4909,208906,1,2,6,0,0,3,Firms,212,1,0,896,116.150525,39.64647925,116.4373946,39.83778341,19,8
4774,10987,1,59,12500,208906,0,2,7,0,0,3,Businessmen,1201,4,0,896,116.150525,39.64647925,116.3200042,39.98860877,40,20
4774,10988,1,19,0,208906,1,1,7,2,4,3,Schools,2301,11,0,896,116.150525,39.64647925,116.4765328,39.78747148,2,1
4775,10989,0,32,4067,198807,1,2,6,0,0,3,Firms,213,1,0,896,116.150525,39.64647925,116.6592135,40.11921792,8,2
4775,10990,1,61,12500,198807,1,2,7,0,0,3,Schools,2074,4,0,896,116.150525,39.64647925,116.3069634,39.70692738,40,20
4775,10991,1,16,0,198807,0,1,4,2,3,3,Schools,2389,11,0,896,116.150525,39.64647925,116.2939233,39.97855828,2,1
4776,10992,0,31,12500,239372,1,2,6,0,0,3,Firms,194,1,0,931,116.5417702,40.05894688,116.2939233,39.97855828,8,2
4776,10993,1,55,7448,239372,0,2,7,0,0,3,Firms,214,4,0,931,116.5417702,40.05894688,116.3852162,40.03885287,40,20
4776,10994,1,18,0,239372,1,1,7,1,4,3,Schools,2302,11,0,931,116.5417702,40.05894688,116.2417688,39.88807577,19,8
4777,10995,0,30,24627,409261,1,2,6,0,0,3,Firms,640,1,1,931,116.5417702,40.05894688,116.5026268,39.89813205,40,20
4777,10996,1,60,9478,409261,0,2,7,0,0,3,Firms,215,4,0,931,116.5417702,40.05894688,116.5417702,39.81766108,40,20
4777,10997,1,20,0,409261,1,1,7,3,4,3,Schools,2302,11,0,931,116.5417702,40.05894688,116.2417688,39.88807577,8,2
4778,10998,0,34,12500,218379,1,2,6,0,0,3,Firms,896,1,1,57,116.3460874,39.97855828,115.9421232,39.71699862,2,1
4778,10999,1,56,5698,218379,0,2,7,0,0,3,Firms,216,4,0,57,116.3460874,39.97855828,116.6983641,39.67670784,40,20
4778,11000,1,23,0,218379,1,1,9,2,3,3,Schools,2361,2,0,57,116.3460874,39.97855828,116.7505658,40.67142315,40,20
4779,11001,0,26,24627,357752,1,2,6,0,0,3,Businessmen,1210,1,1,57,116.3460874,39.97855828,116.0202456,39.74720669,8,2
4779,11002,1,56,5185,357752,1,2,7,0,0,3,Firms,217,4,0,57,116.3460874,39.97855828,116.8549682,40.39030565,2,1
4779,11003,1,12,0,357752,0,1,3,1,3,3,Schools,2231,11,0,57,116.3460874,39.97855828,116.2939233,39.94840323,2,1
4780,11004,0,28,12500,445529,1,2,6,0,0,3,Firms,497,3,0,520,116.1114321,39.65655647,116.2808837,39.82772264,8,2
4780,11005,1,61,24627,445529,1,2,7,0,0,3,Schools,2075,1,1,520,116.1114321,39.65655647,116.4243493,39.71699862,40,20
4780,11006,1,9,0,445529,0,1,2,4,6,3,Schools,2124,6,0,520,116.1114321,39.65655647,116.3852162,40.16943283,2,1
4781,11007,0,29,12500,220791,1,2,6,0,0,3,Firms,577,1,1,520,116.1114321,39.65655647,116.2156955,39.71699862,40,20
4781,11008,1,61,5899,220791,0,2,7,0,0,3,Schools,2076,4,0,520,116.1114321,39.65655647,116.2287318,39.88807577,2,1
4781,11009,1,21,0,220791,1,1,7,4,4,3,Schools,2302,11,0,520,116.1114321,39.65655647,116.2417688,39.88807577,2,1
4782,11010,0,34,24627,382372,1,2,6,0,0,3,Businessmen,1598,1,1,646,116.4634864,40.15939055,116.3069634,39.9685072,19,8
4782,11011,1,60,7237,382372,1,2,7,0,0,3,Firms,218,4,0,646,116.4634864,40.15939055,117.0898283,40.20959886,2,1
4782,11012,1,10,0,382372,0,1,2,5,6,3,Schools,2017,3,0,646,116.4634864,40.15939055,116.1114321,40.12926163,2,1
4783,11013,0,33,24627,349046,1,2,6,0,0,3,Firms,649,3,0,646,116.4634864,40.15939055,116.1765909,39.69685518,2,1
4783,11014,1,60,4460,349046,0,2,7,0,0,3,Firms,219,1,1,646,116.4634864,40.15939055,115.9030762,40.49069056,19,8
4783,11015,1,20,0,349046,1,1,7,3,4,3,Schools,2303,3,0,646,116.4634864,40.15939055,116.2808837,39.72706891,8,2
4784,11016,0,25,12500,191526,1,2,6,0,0,3,Firms,209,1,0,900,116.5026268,40.40034399,116.3982601,40.01875684,19,8
4784,11017,1,55,3461,191526,1,2,7,0,0,3,Firms,220,4,0,900,116.5026268,40.40034399,116.7897171,40.05894688,19,8
4784,11018,1,10,0,191526,0,1,2,5,6,3,Schools,2018,11,0,900,116.5026268,40.40034399,116.0723467,40.52080776,2,1
4785,11019,0,33,12500,250610,1,2,6,0,0,3,Firms,66,3,0,900,116.5026268,40.40034399,116.3330455,39.92829675,19,8
4785,11020,1,55,8384,250610,1,2,7,0,0,3,Firms,221,1,1,900,116.5026268,40.40034399,116.3852162,40.11921792,19,8
4785,11021,1,10,0,250610,0,1,2,5,6,3,Schools,2019,6,0,900,116.5026268,40.40034399,116.2939233,39.64647925,2,1
4786,11022,0,28,12500,445529,1,2,6,0,0,3,Firms,536,2,0,622,116.4765328,39.7774066,116.3852162,39.52546697,40,20
4786,11023,1,64,24627,445529,0,2,7,0,0,3,Schools,2077,4,0,622,116.4765328,39.7774066,116.1765909,39.90818763,2,1
4786,11024,1,23,0,445529,1,1,9,2,3,3,Schools,2370,1,1,622,116.4765328,39.7774066,116.4634864,39.97855828,2,1
4787,11025,1,33,5250,213000,1,2,5,0,0,3,Firms,235,1,1,622,116.4765328,39.7774066,116.3200042,39.56582262,2,1
4787,11026,0,37,12500,213000,1,2,5,0,0,3,Firms,510,2,0,622,116.4765328,39.7774066,116.4113045,39.86796106,40,20
4787,11027,0,6,0,213000,0,1,2,1,6,3,Schools,2089,3,0,622,116.4765328,39.7774066,116.2026599,40.01875684,40,20
4788,11028,1,43,4954,209449,1,2,5,0,0,3,Firms,222,2,0,365,116.4373946,40.05894688,116.4765328,39.92829675,2,1
4788,11029,0,34,12500,209449,1,2,5,0,0,3,Businessmen,1846,1,1,365,116.4373946,40.05894688,116.0723467,39.9685072,19,8
4788,11030,0,14,0,209449,0,1,3,3,3,3,Schools,2232,11,0,365,116.4373946,40.05894688,116.150525,40.19955779,8,2
4789,11031,1,35,5250,167742,1,2,5,0,0,3,Firms,223,1,1,365,116.4373946,40.05894688,116.2548064,39.81766108,2,1
4789,11032,0,26,8729,167742,1,2,5,0,0,3,Firms,224,2,0,365,116.4373946,40.05894688,116.3460874,39.94840323,19,8
4789,11033,0,13,0,167742,0,1,3,2,3,3,Schools,2173,3,0,365,116.4373946,40.05894688,116.3852162,40.04890012,40,20
4790,11034,1,26,5851,133206,1,2,5,0,0,3,Firms,225,2,0,1099,116.3721728,40.10917381,116.3721728,39.81766108,40,20
4790,11035,0,35,5250,133206,0,2,5,0,0,3,Firms,226,11,0,1099,116.3721728,40.10917381,116.150525,40.39030565,2,1
4790,11036,0,24,0,133206,1,1,9,3,3,3,Schools,2361,1,1,1099,116.3721728,40.10917381,116.7505658,40.67142315,2,1
4791,11037,1,40,9151,172806,1,2,5,0,0,3,Firms,227,1,1,1099,116.3721728,40.10917381,116.3591298,39.48509191,2,1
4791,11038,0,27,5250,172806,1,2,5,0,0,3,Firms,364,2,0,1099,116.3721728,40.10917381,116.4634864,40.03885287,40,20
4791,11039,0,11,0,172806,0,1,2,6,6,3,Schools,2020,3,0,1099,116.3721728,40.10917381,116.6461635,40.01875684,8,2
4792,11040,1,29,4237,113845,1,2,5,0,0,3,Firms,228,2,0,601,116.2026599,40.16943283,116.0072227,40.15939055,2,1
4792,11041,0,35,5250,113845,0,2,5,0,0,3,Businessmen,1604,11,0,601,116.2026599,40.16943283,116.3330455,39.73713826,8,2
4792,11042,0,20,0,113845,1,1,6,3,3,3,Schools,2483,1,0,601,116.2026599,40.16943283,116.2417688,40.19955779,2,1
4793,11043,1,32,4684,119212,1,2,5,0,0,3,Firms,229,2,0,601,116.2026599,40.16943283,115.9681599,39.69685518,19,8
4793,11044,0,39,5250,119212,1,2,5,0,0,3,Businessmen,1878,1,0,601,116.2026599,40.16943283,116.2417688,39.8579026,2,1
4793,11045,0,10,0,119212,0,1,2,5,6,3,Schools,2020,3,0,601,116.2026599,40.16943283,116.6461635,40.01875684,40,20
4794,11046,1,26,3880,196558,1,2,5,0,0,3,Firms,230,1,1,1051,116.2808837,40.14934794,116.0723467,39.99865868,19,8
4794,11047,0,39,12500,196558,1,2,5,0,0,3,Firms,698,2,0,1051,116.2808837,40.14934794,116.3069634,40.15939055,8,2
4794,11048,0,14,0,196558,0,1,3,3,3,3,Schools,2195,11,0,1051,116.2808837,40.14934794,116.6461635,39.78747148,2,1
4795,11049,1,35,5250,153866,1,2,5,0,0,3,Firms,231,2,0,1051,116.2808837,40.14934794,116.2548064,39.73713826,2,1
4795,11050,0,28,7572,153866,1,2,5,0,0,3,Firms,232,1,1,1051,116.2808837,40.14934794,116.6331137,39.81766108,2,1
4795,11051,0,10,0,153866,0,1,2,5,6,3,Schools,2021,11,0,1051,116.2808837,40.14934794,116.7636163,40.2397205,40,20
4796,11052,1,30,5250,124052,1,2,5,0,0,3,Firms,221,1,1,1051,116.2808837,40.14934794,116.3852162,40.11921792,40,20
4796,11053,0,35,5088,124052,1,2,5,0,0,3,Firms,233,2,0,1051,116.2808837,40.14934794,116.0332695,40.00870803,2,1
4796,11054,0,9,0,124052,0,1,2,4,6,3,Schools,2022,3,0,1051,116.2808837,40.14934794,116.2026599,40.04890012,19,8
4797,11055,1,25,5250,119361,1,2,5,0,0,3,Firms,234,2,0,1051,116.2808837,40.14934794,116.4895796,40.17947479,2,1
4797,11056,0,37,4697,119361,0,2,5,0,0,3,Firms,235,11,0,1051,116.2808837,40.14934794,116.3200042,39.56582262,2,1
4797,11057,0,20,0,119361,1,1,7,3,4,3,Schools,2303,1,1,1051,116.2808837,40.14934794,116.2808837,39.72706891,19,8
4798,11058,1,42,12500,213000,1,2,5,0,0,3,Firms,582,1,1,174,116.4113045,39.78747148,116.150525,39.62632165,40,20
4798,11059,0,28,5250,213000,1,2,5,0,0,3,Firms,939,2,0,174,116.4113045,39.78747148,116.1114321,39.72706891,2,1
4798,11060,0,14,0,213000,0,1,3,3,3,3,Schools,2246,3,0,174,116.4113045,39.78747148,116.0593201,39.72706891,8,2
4799,11061,1,29,5250,213000,1,2,5,0,0,3,Firms,236,1,1,174,116.4113045,39.78747148,116.3200042,39.95845553,2,1
4799,11062,0,44,12500,213000,1,2,5,0,0,3,Firms,469,2,0,174,116.4113045,39.78747148,116.1374932,39.68678201,19,8
4799,11063,0,3,0,213000,0,1,1,1,3,3,Schools,2457,3,0,174,116.4113045,39.78747148,115.9942008,39.69685518,40,20
4800,11064,1,32,4623,118477,1,2,5,0,0,3,Firms,237,1,1,591,116.2939233,39.89813205,116.3852162,39.58599345,19,8
4800,11065,0,37,5250,118477,1,2,5,0,0,3,Businessmen,1815,2,0,591,116.2939233,39.89813205,116.4895796,39.74720669,40,20
4800,11066,0,17,0,118477,0,1,4,3,3,3,Schools,2390,11,0,591,116.2939233,39.89813205,116.4243493,39.94840323,40,20
4801,11067,1,28,5250,143611,1,2,5,0,0,3,Firms,238,1,1,591,116.2939233,39.89813205,116.150525,39.62632165,19,8
4801,11068,0,39,6718,143611,1,2,5,0,0,3,Firms,239,2,0,591,116.2939233,39.89813205,116.2026599,39.76734085,2,1
4801,11069,0,15,0,143611,0,1,4,1,3,3,Schools,2390,11,0,591,116.2939233,39.89813205,116.4243493,39.94840323,8,2
4802,11070,1,39,0,108000,1,3,3,0,0,4,0,0,3,0,860,115.9421232,39.70692738,0,0,2,1
4802,11071,0,60,3750,108000,0,4,4,0,0,4,0,0,1,0,860,115.9421232,39.70692738,0,0,40,20
4802,11072,1,27,5250,108000,0,2,6,0,0,4,Firms,606,3,0,860,115.9421232,39.70692738,116.7375153,39.94840323,19,8
4802,11073,0,24,0,108000,0,1,9,3,3,4,Schools,2368,3,0,860,115.9421232,39.70692738,116.4895796,39.82772264,40,20
4803,11074,1,39,0,108000,1,3,3,0,0,4,0,0,1,1,1385,116.2939233,40.00870803,0,0,2,1
4803,11075,0,62,3750,108000,0,4,4,0,0,4,0,0,4,0,1385,116.2939233,40.00870803,0,0,2,1
4803,11076,1,32,5250,108000,0,2,6,0,0,4,Firms,638,11,0,1385,116.2939233,40.00870803,116.150525,40.11921792,2,1
4803,11077,0,11,0,108000,0,1,2,6,6,4,Schools,2023,3,0,1385,116.2939233,40.00870803,116.3069634,39.80759871,2,1
4804,11078,1,39,0,142425,1,3,3,0,0,4,0,0,11,0,1385,116.2939233,40.00870803,0,0,8,2
4804,11079,0,58,6619,142425,0,4,4,0,0,4,0,0,4,0,1385,116.2939233,40.00870803,0,0,19,8
4804,11080,1,33,5250,142425,0,2,6,0,0,4,Firms,364,1,1,1385,116.2939233,40.00870803,116.4634864,40.03885287,2,1
4804,11081,0,11,0,142425,0,1,2,6,6,4,Schools,2023,3,0,1385,116.2939233,40.00870803,116.3069634,39.80759871,2,1
4805,11082,1,37,0,162001,1,3,3,0,0,4,0,0,11,0,775,116.6592135,40.21963965,0,0,19,8
4805,11083,0,59,9750,162001,0,4,4,0,0,4,0,0,4,0,775,116.6592135,40.21963965,0,0,40,20
4805,11084,1,33,3750,162001,0,2,6,0,0,4,Schools,2078,1,0,775,116.6592135,40.21963965,116.4373946,39.79753552,19,8
4805,11085,0,22,0,162001,0,1,9,1,3,4,Schools,2332,2,0,775,116.6592135,40.21963965,116.4895796,39.93835031,2,1
4806,11086,1,42,0,108000,1,3,3,0,0,4,0,0,4,0,1489,116.2417688,39.83778341,0,0,19,8
4806,11087,0,55,3750,108000,0,3,4,0,0,4,0,0,4,0,1489,116.2417688,39.83778341,0,0,2,1
4806,11088,1,32,5250,108000,1,2,6,0,0,4,Businessmen,1135,11,0,1489,116.2417688,39.83778341,116.3069634,39.67670784,19,8
4806,11089,0,19,0,108000,0,1,7,2,4,4,Schools,2303,1,1,1489,116.2417688,39.83778341,116.2808837,39.72706891,2,1
4807,11090,1,0,0,108000,0,1,0,1,3,4,0,0,3,0,845,116.6722636,39.93835031,0,0,19,8
4807,11091,0,40,0,108000,0,3,3,0,0,4,0,0,11,0,845,116.6722636,39.93835031,0,0,19,8
4807,11092,1,59,5250,108000,1,3,4,0,0,4,0,0,4,0,845,116.6722636,39.93835031,0,0,2,1
4807,11093,0,26,3750,108000,0,2,6,0,0,4,Schools,2079,1,0,845,116.6722636,39.93835031,116.4504403,39.69685518,2,1
4808,11094,1,39,0,117548,1,3,3,0,0,4,0,0,11,0,845,116.6722636,39.93835031,0,0,8,2
4808,11095,0,61,3750,117548,0,4,4,0,0,4,0,0,4,0,845,116.6722636,39.93835031,0,0,2,1
4808,11096,1,27,6046,117548,0,2,6,0,0,4,Firms,240,1,0,845,116.6722636,39.93835031,116.5548186,40.20959886,19,8
4808,11097,0,14,0,117548,0,1,3,3,3,4,Schools,2134,11,0,845,116.6722636,39.93835031,116.3069634,39.90818763,2,1
4809,11098,1,39,0,120367,1,3,3,0,0,4,0,0,1,1,189,116.5417702,40.17947479,0,0,19,8
4809,11099,0,58,3750,120367,0,3,4,0,0,4,0,0,2,0,189,116.5417702,40.17947479,0,0,8,2
4809,11100,1,33,6281,120367,0,2,6,0,0,4,Firms,241,11,0,189,116.5417702,40.17947479,116.828868,40.12926163,40,20
4809,11101,0,23,0,120367,0,1,9,2,3,4,Schools,2361,11,0,189,116.5417702,40.17947479,116.7505658,40.67142315,40,20
4810,11102,1,39,0,108000,1,3,3,0,0,4,0,0,1,1,189,116.5417702,40.17947479,0,0,2,1
4810,11103,0,63,3750,108000,0,4,4,0,0,4,0,0,4,0,189,116.5417702,40.17947479,0,0,2,1
4810,11104,1,32,5250,108000,0,2,6,0,0,4,Firms,979,11,0,189,116.5417702,40.17947479,116.4113045,39.73713826,40,20
4810,11105,0,23,0,108000,0,1,9,2,3,4,Schools,2362,2,0,189,116.5417702,40.17947479,116.2548064,39.8579026,2,1
4811,11106,1,38,0,92232,1,3,3,0,0,4,0,0,11,0,389,116.6461635,39.90818763,0,0,40,20
4811,11107,0,64,3936,92232,0,4,4,0,0,4,0,0,4,0,389,116.6461635,39.90818763,0,0,2,1
4811,11108,1,30,3750,92232,0,2,6,0,0,4,Schools,2010,1,0,389,116.6461635,39.90818763,116.3330455,39.89813205,40,20
4811,11109,0,24,0,92232,0,1,9,3,3,4,Schools,2362,2,0,389,116.6461635,39.90818763,116.2548064,39.8579026,19,8
4812,11110,1,35,0,108000,1,3,3,0,0,4,0,0,1,1,51,116.4113045,39.72706891,0,0,2,1
4812,11111,0,58,3750,108000,0,3,4,0,0,4,0,0,4,0,51,116.4113045,39.72706891,0,0,2,1
4812,11112,1,33,5250,108000,0,2,6,0,0,4,Firms,568,11,0,51,116.4113045,39.72706891,116.4243493,40.06899316,19,8
