HHD,Hhd_income,Hhd_size,Residence,Property
4733,120000,2,1312,1
4734,120000,2,727,0
4735,120000,2,727,0
4736,120000,2,727,0
4737,120000,2,727,0
4738,120000,2,727,0
4739,120000,2,795,0
4740,120000,2,795,0
4741,120000,2,795,0
4742,120000,2,604,0
4743,120000,2,604,0
4744,120000,2,560,1
4745,120000,2,560,1
4746,120000,2,560,1
4747,120000,2,560,1
4748,120000,2,560,1
4749,120000,2,560,1
4750,349925,5,1529,1
4751,214714,5,68,1
4752,205040,5,222,1
4753,227603,5,897,0
4754,276000,5,518,1
4755,276000,5,139,1
4756,357908,5,1113,1
4757,227473,5,1624,1
4758,331141,5,1624,1
4759,355621,5,339,1
4760,423247,5,644,1
4761,182757,5,419,1
4762,413084,5,419,1
4763,146222,5,1021,1
4764,192110,5,1021,1
4765,253550,5,1394,1
4766,351173,3,1183,1
4767,366695,3,1183,1
4768,445529,3,205,1
4769,374457,3,205,1
4770,336930,3,576,0
4771,368147,3,576,0
4772,445529,3,358,1
4773,375159,3,358,1
4774,208906,3,896,0
4775,198807,3,896,0
4776,239372,3,931,0
4777,409261,3,931,1
4778,218379,3,57,1
4779,357752,3,57,1
4780,445529,3,520,1
4781,220791,3,520,1
4782,382372,3,646,1
4783,349046,3,646,1
4784,191526,3,900,0
4785,250610,3,900,1
4786,445529,3,622,1
4787,213000,3,622,1
4788,209449,3,365,1
4789,167742,3,365,1
4790,133206,3,1099,1
4791,172806,3,1099,1
4792,113845,3,601,0
4793,119212,3,601,0
4794,196558,3,1051,1
4795,153866,3,1051,1
4796,124052,3,1051,1
4797,119361,3,1051,1
4798,213000,3,174,1
4799,213000,3,174,1
4800,118477,3,591,1
4801,143611,3,591,1
4802,108000,4,860,0
4803,108000,4,1385,1
4804,142425,4,1385,1
4805,162001,4,775,0
4806,108000,4,1489,1
4807,108000,4,845,0
4808,117548,4,845,0
4809,120367,4,189,1
4810,108000,4,189,1
4811,92232,4,389,0
4812,108000,4,51,1
4813,108000,4,684,0
4814,108000,4,1813,1
4815,90000,4,126,1
4816,108000,4,1214,0
4817,99037,4,1214,0
4818,90000,4,451,0
4819,108000,4,270,1
4820,108000,4,1260,0
4821,119692,4,75,1
4822,108000,4,63,1
4823,135450,4,919,1
4824,159975,4,553,1
4825,90000,4,553,1
4826,108000,4,1532,1
4827,88999,4,1532,1
4828,90000,4,1532,1
4829,108000,4,1284,0
4830,87865,4,1284,0
4831,108000,4,1223,0
4832,142011,4,1419,1
4833,108000,4,1564,1
4834,90000,4,1564,0
4835,70848,4,1564,0
4836,108000,4,1564,1
4837,106600,4,58,1
4838,90000,4,58,1
4839,108000,4,760,0
4840,162742,4,1614,1
4841,163623,4,1614,1
4842,159016,4,1614,1
4843,90000,4,805,0
4844,309553,4,1268,1
4845,565529,4,432,1
4846,565529,4,1484,1
4847,565529,4,807,1
4848,402103,4,807,1
4849,565529,4,678,1
4850,565529,4,819,1
4851,335262,4,1123,1
4852,565529,4,100,1
4853,565529,4,1435,1
4854,351575,7,204,1
4855,303238,7,506,1
4856,554899,7,686,1
4857,630819,7,1710,1
4858,0,2,560,0
4859,0,2,1330,0
4860,0,2,1330,0
4861,0,2,1330,0
4862,0,2,1330,0
4863,0,2,1330,0
4864,0,2,1330,0
4865,0,2,1361,0
4866,0,2,1361,0
4867,0,2,1361,0
4868,0,2,834,0
4869,150000,1,150,1
4870,150000,1,976,0
4871,150000,1,686,0
4872,150000,1,334,1
4873,150000,1,1321,1
4874,150000,1,1431,1
4875,150000,1,1134,1
4876,150000,1,563,1
4877,150000,1,302,1
4878,150000,1,816,1
4879,150000,1,398,0
4880,150000,1,690,0
4881,150000,1,1580,1
4882,150000,1,1053,1
4883,150000,1,1222,0
4884,150000,1,175,1
4885,150000,1,1375,1
4886,150000,1,1515,1
4887,150000,1,473,0
4888,150000,1,1442,1
4889,150000,1,1550,1
4890,150000,1,1161,0
4891,150000,1,110,1
4892,150000,1,927,1
4893,150000,1,1624,1
4894,150000,1,838,0
4895,150000,1,546,0
4896,150000,1,425,1
4897,150000,1,334,1
4898,150000,1,648,0
4899,150000,1,1063,1
4900,150000,1,1222,0
4901,108000,3,8,1
4902,295250,3,8,1
4903,194658,3,567,1
4904,108000,3,567,0
4905,108000,3,1309,0
4906,232711,3,1309,1
4907,43483,3,489,0
4908,106922,3,489,1
4909,108000,3,812,0
4910,162823,3,812,1
4911,203562,3,1440,1
4912,167250,3,1440,1
4913,187669,3,574,0
4914,193662,3,574,0
4915,264354,3,578,0
4916,199472,3,578,0
4917,182857,3,1398,1
4918,257784,3,1398,1
4919,170131,3,626,1
4920,171078,3,626,1
4921,220785,3,652,1
4922,183454,3,652,1
4923,153938,3,950,1
4924,162843,3,950,1
4925,146866,3,437,1
4926,163783,3,437,1
4927,147362,3,493,0
4928,190169,3,493,1
4929,229957,3,124,1
4930,168440,3,124,1
4931,184201,3,1429,0
4932,203255,3,1429,0
4933,258000,3,137,1
4934,196094,3,137,1
4935,181429,3,698,1
4936,223720,3,698,1
4937,244007,3,1013,0
4938,208142,3,1013,0
4939,153592,3,976,0
4940,258000,3,976,1
4941,268726,3,422,1
4942,152140,3,422,0
4943,185519,3,1478,1
4944,258000,3,1478,1
4945,193504,3,1069,0
4946,199125,3,1069,0
4947,258000,3,214,1
4948,260213,3,214,1
4949,174765,3,759,0
4950,198998,3,759,0
4951,191332,3,157,1
4952,258000,3,157,1
4953,93799,2,834,0
4954,108000,2,834,0
4955,108000,2,834,0
4956,108000,2,744,1
4957,108000,2,744,1
4958,66512,2,727,0
4959,110941,2,727,1
4960,80565,2,727,1
4961,108000,2,983,1
4962,108000,2,983,1
4963,90456,2,547,0
4964,76418,2,899,0
4965,83493,2,899,0
4966,108000,2,660,0
4967,108000,2,660,0
4968,51560,2,660,0
4969,108000,2,660,0
4970,108000,2,1685,1
4971,108000,2,1685,1
4972,108000,2,1318,1
4973,108000,2,1318,1
4974,108000,2,1318,1
4975,108000,2,1318,1
4976,108000,2,1318,1
4977,108000,2,1318,1
4978,58595,2,837,0
4979,108000,2,837,0
4980,72633,2,837,0
4981,108000,2,837,0
4982,108000,2,286,0
4983,81149,2,286,0
4984,108000,2,286,0
4985,108000,2,740,0
4986,108000,2,507,0
4987,47051,2,507,0
4988,108000,2,507,0
4989,108000,2,507,0
4990,108000,2,1228,1
4991,42282,2,1228,0
4992,105118,2,1228,1
4993,99164,2,509,0
4994,108000,2,509,0
4995,54791,2,509,0
4996,71589,2,865,0
4997,58241,2,865,0
4998,67609,2,1749,1
4999,108000,2,136,1
5000,108000,2,136,1
5001,70940,2,136,1
5002,108000,2,136,1
5003,80688,2,567,0
5004,99892,2,567,0
5005,85564,2,1229,0
5006,108000,2,1081,1
5007,46666,2,1081,0
5008,108000,2,1081,1
5009,108000,2,1081,1
5010,40424,2,650,0
5011,51963,2,650,1
5012,84512,2,650,1
5013,112288,2,1536,1
5014,95626,2,1536,1
5015,54999,2,1536,0
5016,70337,2,1536,1
5017,78363,2,1118,0
5018,87323,2,1118,0
5019,108000,2,855,1
5020,56140,2,855,1
5021,108000,2,855,1
5022,112132,2,855,1
5023,108000,2,855,1
5024,51451,2,338,0
5025,108000,2,338,0
5026,108000,2,338,0
5027,108000,2,663,1
5028,108000,2,663,1
5029,109573,2,663,1
5030,108000,2,733,0
5031,108000,2,733,0
5032,108000,2,1348,1
5033,36747,2,420,0
5034,108000,2,420,1
5035,99056,2,420,1
5036,37660,2,420,0
5037,91252,2,169,0
5038,108000,2,169,0
5039,43561,2,302,0
5040,96339,2,302,1
5041,116265,2,302,1
5042,83750,2,302,1
5043,116670,2,302,1
5044,108000,2,302,1
5045,90713,2,302,1
5046,110326,2,302,1
5047,102019,2,302,1
5048,108000,2,1132,0
5049,105581,2,1132,0
5050,70305,2,994,1
5051,108000,2,994,1
5052,108000,2,647,1
5053,87635,2,647,0
5054,99162,2,88,1
5055,108000,2,88,1
5056,108000,2,88,1
5057,108000,2,88,1
5058,108000,2,88,1
5059,108000,2,997,0
5060,108000,2,997,0
5061,72095,2,997,0
5062,64185,2,997,0
5063,108000,2,179,1
5064,108000,2,179,1
5065,76727,2,1664,1
5066,82585,2,1664,1
5067,108000,2,1664,1
5068,60407,2,1664,0
5069,106240,2,1664,1
5070,108000,2,1664,1
5071,105062,2,1599,1
5072,108000,2,1599,1
5073,108000,2,1599,1
5074,108000,2,1599,1
5075,108000,2,666,1
5076,108000,2,666,1
5077,108000,2,666,1
5078,55370,2,433,0
5079,103265,2,433,0
5080,44164,2,433,0
5081,108000,2,433,0
5082,108000,2,433,0
5083,100520,2,1231,0
5084,108000,2,1231,0
5085,108000,2,210,1
5086,85315,2,210,1
5087,108000,2,210,1
5088,40226,2,429,0
5089,113154,2,429,1
5090,108000,2,1373,0
5091,61871,2,1373,0
5092,108000,2,138,1
5093,92015,2,162,1
5094,89410,2,162,1
5095,114558,2,162,1
5096,47667,2,162,0
5097,68435,2,398,0
5098,44507,2,398,0
5099,108000,2,398,0
5100,81219,2,1642,0
5101,108000,2,1642,0
5102,108000,2,1642,0
5103,108000,2,175,1
5104,41336,2,175,0
5105,70169,2,175,1
5106,108000,2,464,1
5107,108000,2,464,1
5108,57327,2,1610,0
5109,108000,2,1610,1
5110,108000,2,1610,1
5111,108000,2,1610,1
5112,108000,2,893,0
5113,45322,2,893,0
5114,101500,2,893,0
5115,65714,2,893,0
5116,108000,2,893,0
5117,108000,2,891,0
5118,108000,2,1820,1
5119,61746,2,1820,1
5120,108000,2,1820,1
5121,108000,2,598,0
5122,118864,2,598,0
5123,108000,2,598,0
5124,67077,2,598,0
5125,108000,2,501,0
5126,108457,2,501,0
5127,81874,2,663,0
5128,101427,2,1641,0
5129,37527,2,1641,0
5130,108000,2,1641,0
5131,108000,2,1301,1
5132,99147,2,511,1
5133,77268,2,511,0
5134,76351,2,1430,1
5135,86688,2,1430,1
5136,100943,2,831,0
5137,108000,2,831,0
5138,108000,2,656,1
5139,108000,2,656,1
5140,88867,2,1393,0
5141,66712,2,1393,0
5142,74447,2,1393,0
5143,108000,2,808,0
5144,94359,2,808,0
5145,64065,2,808,0
5146,71826,2,905,0
5147,108000,2,1243,0
5148,108000,2,1243,0
5149,43627,2,1072,0
5150,38852,2,1072,0
5151,108000,2,1072,0
5152,108000,2,1819,1
5153,108000,2,816,1
5154,67151,2,816,0
5155,112288,2,816,1
5156,108000,2,857,1
5157,63948,2,857,0
5158,50719,2,857,0
5159,93644,2,726,0
5160,108000,2,726,0
5161,94467,2,726,0
5162,100351,2,1138,0
5163,104691,2,1138,0
5164,108000,2,432,1
5165,108000,2,432,1
5166,108000,2,432,1
5167,108000,2,1459,1
5168,108000,2,1459,1
5169,90241,2,1459,1
5170,108000,2,945,0
5171,68032,2,945,0
5172,108000,2,223,0
5173,86991,2,223,0
5174,100957,2,223,0
5175,110523,2,223,0
5176,86063,2,223,0
5177,73441,2,284,0
5178,108000,2,284,0
5179,44226,2,1168,0
5180,82808,2,546,0
5181,108000,2,546,0
5182,108000,2,546,0
5183,108000,2,546,0
5184,94404,2,546,0
5185,112178,2,947,1
5186,108000,2,947,1
5187,108000,2,947,1
5188,87905,2,1204,1
5189,52563,2,1204,0
5190,66266,2,1204,0
5191,106848,2,806,0
5192,108000,2,806,0
5193,65852,2,255,0
5194,46896,2,255,0
5195,108000,2,1745,1
5196,108000,2,1745,1
5197,108000,2,1745,1
5198,86033,2,1745,1
5199,40706,2,1076,0
5200,108000,2,1076,0
5201,111791,2,258,0
5202,108000,2,258,0
5203,63128,2,1544,0
5204,108000,2,95,1
5205,72125,2,95,1
5206,108000,2,95,1
5207,108000,2,427,0
5208,70237,2,427,0
5209,37071,2,427,0
5210,108000,2,917,1
5211,45122,2,917,0
5212,108000,2,1276,0
5213,108000,2,1276,0
5214,43473,2,1276,0
5215,108000,2,589,1
5216,110758,2,589,1
5217,48436,2,589,0
5218,112728,2,589,1
5219,108000,2,589,1
5220,108000,2,146,1
5221,108000,2,146,1
5222,98007,2,1283,0
5223,76587,2,1283,0
5224,67601,2,1283,0
5225,68762,2,1523,0
5226,98856,2,1523,1
5227,82978,2,1134,0
5228,86063,2,1134,0
5229,108000,2,1134,0
5230,108000,2,1134,0
5231,108000,2,325,1
5232,108000,2,372,0
5233,108000,2,372,0
5234,108000,2,1682,1
5235,108000,2,1682,1
5236,109860,2,506,0
5237,108000,2,506,0
5238,89347,2,506,0
5239,55934,2,497,0
5240,108000,2,1594,0
5241,108000,2,1594,0
5242,101460,2,1594,0
5243,99000,2,1594,0
5244,69776,2,1089,0
5245,108000,2,1320,1
5246,76154,2,1417,1
5247,108000,2,1417,1
5248,108000,2,742,1
5249,48419,2,1556,0
5250,108000,2,832,0
5251,50343,2,832,0
5252,110722,2,1574,1
5253,72875,2,1574,0
5254,82733,2,1574,0
5255,108000,2,471,0
5256,94966,2,471,0
5257,108000,2,361,0
5258,108000,2,361,0
5259,108000,2,152,1
5260,108000,2,152,1
5261,108000,2,717,0
5262,108000,2,717,0
5263,108000,2,894,0
5264,108000,2,894,0
5265,74096,2,894,0
5266,75786,2,102,1
5267,107865,2,102,1
5268,108000,2,102,1
5269,108000,2,102,1
5270,108000,2,1239,1
5271,39861,2,1239,0
5272,60724,2,1487,0
5273,88248,2,1487,1
5274,108000,2,1487,1
5275,108000,2,1607,1
5276,108000,2,735,0
5277,54481,2,735,0
5278,50049,2,735,0
5279,45757,2,505,0
5280,74588,2,505,0
5281,108000,2,753,0
5282,108000,2,753,0
5283,108000,2,753,0
5284,108000,2,753,0
5285,106283,2,1235,1
5286,108000,2,1235,1
5287,42376,2,1031,0
5288,108000,2,1031,0
5289,62300,2,1373,0
5290,43953,2,1373,0
5291,108000,2,1088,0
5292,42352,2,1088,0
5293,106798,2,1088,0
5294,108000,2,602,0
5295,108000,2,602,0
5296,51832,2,602,0
5297,115829,2,602,1
5298,108000,2,1783,1
5299,108000,2,1783,1
5300,108000,2,1783,1
5301,94777,2,1783,1
5302,108000,2,559,1
5303,108000,2,559,1
5304,39530,2,559,0
5305,47514,2,559,0
5306,59977,2,559,1
5307,108000,2,559,1
5308,92460,2,595,1
5309,108000,2,595,1
5310,108000,2,595,1
5311,98730,2,595,1
5312,107000,2,938,0
5313,110281,2,938,0
5314,108000,2,938,0
5315,50522,2,885,0
5316,108000,2,885,1
5317,69816,2,885,0
5318,108000,2,885,1
5319,80808,2,580,0
5320,55985,2,580,0
5321,108000,2,580,0
5322,61113,2,1287,0
5323,109027,2,1287,0
5324,85349,2,1287,0
5325,38939,2,1287,0
5326,108000,2,848,0
5327,108000,2,848,0
5328,67068,2,848,0
5329,77252,2,791,0
5330,42734,2,791,0
5331,108000,2,791,0
5332,108562,2,1274,1
5333,103460,2,1274,1
5334,63002,2,319,0
5335,108000,2,319,0
5336,108000,2,1692,1
5337,108000,2,1692,1
5338,100285,2,813,1
5339,78485,2,813,1
5340,108000,2,1059,1
5341,91490,2,1059,0
5342,47901,2,384,0
5343,108000,2,384,1
5344,108000,2,384,1
5345,108000,2,384,1
5346,106491,2,384,1
5347,108000,2,384,1
5348,40937,2,1074,0
5349,50162,2,1074,0
5350,106410,2,4,1
5351,38608,2,4,0
5352,62548,2,1023,0
5353,94708,2,1228,0
5354,108000,2,1228,0
5355,76524,2,1228,0
5356,108000,2,1018,1
5357,108000,2,1018,1
5358,42711,2,1018,0
5359,80636,2,866,0
5360,108000,2,866,0
5361,108000,2,866,0
5362,116596,2,866,0
5363,108000,2,930,1
5364,59098,2,930,0
5365,89419,2,450,0
5366,108000,2,450,0
5367,44738,2,450,0
5368,108000,2,1004,0
5369,108000,2,1004,0
5370,93781,2,1004,0
5371,108000,2,1437,1
5372,108000,2,1437,1
5373,108000,2,1437,1
5374,108000,2,1437,1
5375,108000,2,13,0
5376,108000,2,13,0
5377,108000,2,309,1
5378,108000,2,309,1
5379,108000,2,215,1
5380,108000,2,215,1
5381,40936,2,626,0
5382,108000,2,626,1
5383,72733,2,829,0
5384,108000,2,829,0
5385,108000,2,829,0
5386,108000,2,829,0
5387,89651,2,829,0
5388,108000,2,50,1
5389,108000,2,50,1
5390,108000,2,448,0
5391,108000,2,448,0
5392,108000,2,291,1
5393,83431,2,291,1
5394,40047,2,291,0
5395,108000,2,291,1
5396,50976,2,998,0
5397,108000,2,998,0
5398,108000,2,998,0
5399,56487,2,1106,0
5400,56555,2,1106,0
5401,108000,2,1106,0
5402,49896,2,1127,0
5403,108000,2,1127,0
5404,108000,2,1127,0
5405,72205,2,1127,0
5406,111286,2,1127,0
5407,108000,2,1486,1
5408,108000,2,1486,1
5409,108000,2,1486,1
5410,113742,2,81,1
5411,108000,2,81,1
5412,108000,2,81,1
5413,109847,2,860,1
5414,108000,2,860,1
5415,87859,2,860,0
5416,75915,2,561,0
5417,63197,2,561,0
5418,108000,2,561,0
5419,108000,2,1091,1
5420,52997,2,1091,0
5421,108000,2,1091,1
5422,62640,2,1091,0
5423,108000,2,695,0
5424,81979,2,695,0
5425,78107,2,695,0
5426,47831,2,695,0
5427,55844,2,846,0
5428,108000,2,846,0
5429,108000,2,1105,0
5430,119283,2,644,0
5431,108000,2,644,0
5432,108000,2,1488,1
5433,108000,2,1488,1
5434,107642,2,1488,1
5435,108000,2,519,1
5436,99429,2,519,1
5437,42321,2,720,0
5438,108000,2,381,1
5439,108000,2,381,1
5440,102505,2,381,1
5441,108000,2,1224,0
5442,108000,2,1224,0
5443,64696,2,221,0
5444,108000,2,221,1
5445,119810,2,221,1
5446,97507,2,724,0
5447,108000,2,724,0
5448,108000,2,724,0
5449,86368,2,724,0
5450,46862,2,297,0
5451,40037,2,1307,0
5452,66778,2,1307,0
5453,113148,2,1307,1
5454,108000,2,1774,1
5455,108000,2,1774,1
5456,45964,2,751,0
5457,108000,2,751,1
5458,100811,2,751,1
5459,43404,2,751,0
5460,108000,2,158,0
5461,65820,2,158,0
5462,108000,2,720,0
5463,108000,2,1035,0
5464,73200,2,1035,0
5465,52778,2,1035,0
5466,36887,2,1035,0
5467,37486,2,1377,0
5468,108000,2,1377,1
5469,108000,2,605,0
5470,108000,2,1549,0
5471,51111,2,1549,0
5472,108000,2,1549,0
5473,48130,2,185,0
5474,99855,2,185,1
5475,108000,2,185,1
5476,83771,2,185,1
5477,84208,2,1676,1
5478,56686,2,1303,0
5479,108000,2,1303,1
5480,108000,2,1303,1
5481,108000,2,1303,1
5482,108000,2,1575,0
5483,108000,2,993,1
5484,38224,2,993,0
5485,108000,2,993,1
5486,108000,2,17,1
5487,108000,2,17,1
5488,108000,2,1533,1
5489,108000,2,1533,1
5490,97663,2,1533,0
5491,108000,2,1533,1
5492,108000,2,1378,0
5493,118379,2,1378,0
5494,108000,2,1378,0
5495,44196,2,492,0
5496,108000,2,492,1
5497,108000,2,492,1
5498,69359,2,777,0
5499,108000,2,777,0
5500,108000,2,1668,1
5501,108000,2,1668,1
5502,108000,2,568,0
5503,108000,2,568,0
5504,103319,2,568,0
5505,108000,2,1014,1
5506,93610,2,1014,0
5507,102037,2,1014,1
5508,108000,2,1014,1
5509,108242,2,1014,1
5510,78059,2,369,0
5511,108000,2,369,0
5512,108000,2,84,1
5513,80272,2,84,1
5514,108000,2,84,1
5515,108000,2,84,1
5516,108000,2,84,1
5517,82685,2,84,1
5518,108000,2,1581,1
5519,55129,2,1581,0
5520,108000,2,1581,1
5521,108000,2,1581,1
5522,100575,2,1581,1
5523,114391,2,1581,1
5524,95512,2,1581,1
5525,77296,2,1581,1
5526,108000,2,1746,1
5527,108000,2,1746,1
5528,108000,2,1746,1
5529,108000,2,1409,1
5530,108000,2,1552,1
5531,108000,2,1552,1
5532,96221,2,1265,1
5533,108000,2,1265,1
5534,108000,2,1471,1
5535,115432,2,1471,1
5536,65394,2,1471,1
5537,108000,2,1471,1
5538,91508,2,1471,1
5539,108000,2,1471,1
5540,117072,2,850,1
5541,107397,2,850,1
5542,70679,2,850,0
5543,74893,2,850,1
5544,108000,2,580,0
5545,108000,2,580,0
5546,108000,2,580,0
5547,64603,2,1218,0
5548,108000,2,1218,0
5549,66567,2,1218,0
5550,58394,2,1218,0
5551,91569,2,732,0
5552,42370,2,732,0
5553,93999,2,732,0
5554,79313,2,351,1
5555,109393,2,1791,1
5556,108000,2,1791,1
5557,108000,2,1791,1
5558,81068,2,1791,1
5559,117958,2,33,1
5560,108000,2,33,1
5561,86947,2,33,1
5562,114259,2,1460,1
5563,92434,2,1460,1
5564,108000,2,1409,1
5565,74144,2,1025,0
5566,119688,2,1025,1
5567,108000,2,1025,1
5568,51187,2,843,0
5569,118450,2,843,0
5570,108000,2,843,0
5571,108000,2,235,1
5572,108000,2,235,1
5573,108000,2,235,1
5574,108000,2,235,1
5575,88298,2,1352,1
5576,108000,2,1352,1
5577,60736,2,1256,0
5578,68975,2,1256,0
5579,108000,2,1256,0
5580,63416,2,1256,0
5581,108000,2,1256,0
5582,108000,2,960,1
5583,94650,2,960,1
5584,67779,2,960,0
5585,108000,2,960,1
5586,102221,2,960,1
5587,100849,2,960,1
5588,43557,2,1207,0
5589,108000,2,1207,1
5590,82988,2,1207,1
5591,108000,2,382,1
5592,108000,2,382,1
5593,58842,2,305,0
5594,108000,2,305,1
5595,43509,2,305,0
5596,85325,2,305,1
5597,108000,2,1291,1
5598,108458,2,1391,1
5599,108000,2,1391,1
5600,117633,2,1391,1
5601,108000,2,1391,1
5602,108000,2,1391,1
5603,108000,2,1028,0
5604,108000,2,1028,0
5605,108000,2,1028,0
5606,108000,2,1062,0
5607,73167,2,1062,0
5608,108000,2,1062,0
5609,108000,2,372,0
5610,93127,2,113,1
5611,108000,2,113,1
5612,108000,2,113,1
5613,108000,2,1088,0
5614,108000,2,1088,0
5615,68317,2,1088,0
5616,108000,2,1088,0
5617,59870,2,1673,1
5618,108000,2,1673,1
5619,108000,2,1673,1
5620,108000,2,1673,1
5621,107022,2,859,0
5622,116482,2,542,0
5623,108000,2,542,0
5624,108000,2,542,0
5625,92113,2,542,0
5626,108000,2,496,0
5627,76990,2,496,0
5628,108000,2,496,0
5629,44449,2,187,0
5630,108000,2,187,0
5631,43751,2,187,0
5632,45221,2,187,0
5633,108000,2,1420,1
5634,83035,2,1420,1
5635,67189,2,1420,1
5636,108000,2,1533,0
5637,119775,2,1533,0
5638,110402,2,1533,0
5639,108000,2,1533,0
5640,108000,2,1259,0
5641,57354,2,1259,0
5642,108000,2,1259,0
5643,108000,2,1505,1
5644,119446,2,1505,1
5645,108000,2,1505,1
5646,97789,2,1061,0
5647,108000,2,1061,0
5648,89631,2,1061,0
5649,108000,2,635,0
5650,108000,2,635,0
5651,108000,2,635,0
5652,39615,2,227,0
5653,107047,2,227,1
5654,108000,2,227,1
5655,108000,2,227,1
5656,108000,2,227,1
5657,108000,2,424,0
5658,116555,2,424,0
5659,111362,2,424,0
5660,108000,2,424,0
5661,108000,2,1457,0
5662,108000,2,1457,0
5663,46876,2,1427,0
5664,108000,2,1427,0
5665,116755,2,1427,0
5666,108000,2,1427,0
5667,85529,2,1427,0
5668,108000,2,710,1
5669,62588,2,710,0
5670,108000,2,710,1
5671,102907,2,710,1
5672,57581,2,1457,0
5673,108000,2,1457,0
5674,108000,2,1457,0
5675,105850,2,388,0
5676,108000,2,388,0
5677,108000,2,388,0
5678,108000,2,957,1
5679,68425,2,957,1
5680,49219,2,957,0
5681,108000,2,957,1
5682,108000,2,957,1
5683,80393,2,1206,1
5684,108000,2,1206,1
5685,118499,2,1206,1
5686,108000,2,1206,1
5687,68160,2,1515,1
5688,104779,2,1515,1
5689,36267,2,1515,0
5690,108000,2,693,0
5691,58444,2,693,0
5692,73340,2,1776,1
5693,102112,2,1665,1
5694,108000,2,1665,1
5695,108000,2,1665,1
5696,106944,2,1665,1
5697,108000,2,1148,0
5698,108000,2,1148,0
5699,70812,2,1148,0
5700,84899,2,1148,0
5701,63572,2,674,0
5702,108000,2,674,1
5703,108000,2,674,1
5704,102482,2,1365,0
5705,93759,2,1365,0
5706,41018,2,1365,0
5707,108000,2,1608,1
5708,53350,2,1608,0
5709,108000,2,1608,1
5710,108000,2,1608,1
5711,108000,2,192,1
5712,108000,2,192,1
5713,108000,2,192,1
5714,110039,2,192,1
5715,108000,2,192,1
5716,108000,2,1640,0
5717,108000,2,1640,0
5718,79870,2,1640,0
5719,258000,2,1640,1
5720,258000,2,1640,1
5721,258000,2,1640,1
5722,258000,2,1346,1
5723,258000,2,1346,1
5724,258000,2,208,1
5725,258000,2,208,1
5726,258000,2,208,1
5727,258000,2,402,1
5728,258000,2,676,1
5729,258000,2,676,1
5730,258000,2,676,1
5731,258000,2,1154,1
5732,258000,2,315,1
5733,258000,2,1406,1
5734,258000,2,1406,1
5735,258000,2,682,1
5736,258000,2,682,1
5737,258000,2,1316,1
5738,258000,2,1503,1
5739,258000,2,1503,1
5740,258000,2,12,1
5741,258000,2,1633,1
5742,258000,2,1633,1
5743,258000,2,1013,1
5744,258000,2,1013,1
5745,258000,2,1013,1
5746,258000,2,1275,1
5747,258000,2,1275,1
5748,258000,2,1275,1
5749,258000,2,1562,1
5750,258000,2,1336,1
5751,258000,2,1336,1
5752,258000,2,1336,1
5753,258000,2,1336,1
5754,258000,2,1336,1
5755,258000,2,342,1
5756,258000,2,342,1
5757,258000,2,342,1
5758,258000,2,953,1
5759,258000,2,953,1
5760,258000,2,953,1
5761,258000,2,953,1
5762,258000,2,1219,1
5763,258000,2,1219,1
5764,258000,2,1219,1
5765,258000,2,1166,0
5766,258000,2,1166,0
5767,258000,2,1381,1
5768,258000,2,1381,1
5769,258000,2,719,1
5770,258000,2,719,1
5771,258000,2,404,1
5772,258000,2,404,1
5773,258000,2,404,1
5774,258000,2,1278,1
5775,258000,2,1278,1
5776,258000,2,533,1
5777,258000,2,533,1
5778,258000,2,533,1
5779,258000,2,1335,1
5780,258000,2,1335,1
5781,258000,2,1335,1
5782,258000,2,1335,1
5783,258000,2,623,1
5784,258000,2,623,1
5785,258000,2,1249,1
5786,258000,2,1249,1
5787,258000,2,1249,1
5788,258000,2,1249,1
5789,258000,2,1249,1
5790,258000,2,1249,1
5791,258000,2,1249,1
5792,258000,2,1110,1
5793,258000,2,1110,1
5794,258000,2,1110,1
5795,258000,2,1110,1
5796,258000,2,1110,1
5797,258000,2,877,1
5798,258000,2,877,1
5799,258000,2,877,1
5800,258000,2,877,1
5801,258000,2,936,0
5802,258000,2,936,0
5803,258000,2,936,0
5804,258000,2,180,1
5805,258000,2,180,1
5806,258000,2,180,1
5807,258000,2,709,1
5808,258000,2,709,1
5809,258000,2,709,1
5810,258000,2,709,1
5811,258000,2,168,1
5812,258000,2,168,1
5813,258000,2,168,1
5814,258000,2,168,1
5815,258000,2,638,1
5816,258000,2,638,1
5817,258000,2,0,1
5818,258000,2,0,1
5819,258000,2,0,1
5820,258000,2,0,1
5821,258000,2,0,1
5822,258000,2,1592,1
5823,258000,2,1592,1
5824,258000,2,1592,1
5825,258000,2,1592,1
5826,258000,2,1327,1
5827,258000,2,547,1
5828,258000,2,547,1
5829,258000,2,503,0
5830,258000,2,503,0
5831,258000,2,503,0
5832,258000,2,503,0
5833,258000,2,503,0
5834,258000,2,503,0
5835,258000,2,921,1
5836,258000,2,921,1
5837,258000,2,921,1
5838,258000,2,605,0
5839,258000,2,69,1
5840,258000,2,195,1
5841,258000,2,195,1
5842,258000,2,1205,1
5843,258000,2,1205,1
5844,258000,2,1033,1
5845,258000,2,1033,1
5846,258000,2,1033,1
5847,258000,2,670,1
5848,258000,2,670,1
5849,258000,2,1623,1
5850,258000,2,1384,1
5851,258000,2,1384,1
5852,258000,2,1384,1
5853,258000,2,37,1
5854,258000,2,37,1
5855,258000,2,37,1
5856,258000,2,966,1
5857,258000,2,966,1
5858,258000,2,219,1
