hhd,pid,age_group,gender,age,income,hhd_income,education_level,status,number,license,cv,bev,phev,buybev,buyphev,buycv,fri,adv,nei,old-pid,OLD-hid,Number1,Long,Lat,S11,S11L,S12,S12L,S13,S13L,S21,S21L,S22,S22L,S23,S23L,L11,L11L,L12,L12L,L13,L13L,L21,L21L,L22,L22L,L23,L23L
3689,9521,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8347666,22.72548099,3,3,4,1,0,0,0,0,0,0,0,0,3,3,0,0,5,2,0,0,0,0,0,0
3690,9522,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8365922,22.76627214,1,3,1,3,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,3,0,0,0,0
3691,9523,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8209245,22.77698156,4,3,5,2,5,1,1,2,1,2,1,2,5,2,5,1,3,3,2,1,2,2,2,2
3692,9524,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8219726,22.77735725,4,2,5,3,3,1,1,2,0,0,0,0,4,3,2,1,4,1,1,1,1,2,0,0
3693,9525,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8996887,22.73128702,5,3,1,2,2,2,1,2,1,1,1,1,4,2,3,1,1,1,1,1,2,2,0,0
3694,9526,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8721031,22.77639592,1,1,4,1,5,3,0,0,0,0,0,0,5,2,4,1,1,1,2,1,1,3,1,3
3695,9527,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.9142846,22.52869198,2,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,3,0,0,0,0,0,0
3696,9528,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.9166726,22.52259246,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,3,2,1,0,0,0,0
3697,9529,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0587619,22.52703475,1,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,2,2
3698,9530,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0420823,22.5260357,5,3,0,0,0,0,2,2,2,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0
3699,9531,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0396144,22.52683266,3,1,3,3,5,2,0,0,0,0,0,0,4,2,1,1,3,2,1,2,2,2,1,2
3700,9532,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0553674,22.56932114,1,2,4,3,1,2,1,1,0,0,0,0,4,1,4,1,2,2,0,0,0,0,0,0
3701,9533,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1034216,22.55359773,3,1,3,2,2,3,2,2,0,0,0,0,4,1,5,1,4,2,2,2,0,0,0,0
3702,9534,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1131635,22.54080651,4,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,1,0,0,0,0,0,0
3703,9535,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1129034,22.54504988,3,3,3,2,5,3,1,1,0,0,0,0,1,1,1,1,4,3,1,3,0,0,0,0
3704,9536,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1282363,22.54902959,4,2,5,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
3705,9537,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1165329,22.5522795,4,2,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,3
3706,9538,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1238771,22.57156129,5,2,3,3,3,2,0,0,0,0,0,0,4,1,2,3,5,2,1,3,2,3,2,3
3707,9539,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1358967,22.56824967,2,1,5,1,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3708,9540,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1031884,22.61489448,3,3,3,3,1,2,0,0,0,0,0,0,3,1,3,2,1,3,2,3,0,0,0,0
3709,9541,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0111339,22.74579779,2,3,0,0,0,0,2,3,0,0,0,0,1,2,1,2,3,1,2,1,2,2,0,0
3710,9542,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8745155,22.57794726,4,1,2,3,1,1,1,2,1,3,0,0,4,1,2,3,5,3,2,3,0,0,0,0
3711,9543,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8565122,22.58513842,0,0,0,0,0,0,2,3,2,2,0,0,3,3,1,1,1,1,0,0,0,0,0,0
3712,9544,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.9254477,22.68233552,2,1,5,2,2,3,1,1,1,3,2,1,3,1,2,3,0,0,0,0,0,0,0,0
3713,9545,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8183072,22.67555706,5,3,5,3,2,2,2,3,1,1,2,1,4,3,4,2,3,2,1,2,0,0,0,0
3714,9546,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8294926,22.77605198,5,2,4,1,0,0,2,3,0,0,0,0,5,1,5,2,1,3,1,3,0,0,0,0
3715,9547,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0319532,22.52625385,0,0,0,0,0,0,2,2,1,2,2,3,5,1,1,2,2,3,2,1,0,0,0,0
3716,9548,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1363793,22.55641637,4,2,1,3,4,3,2,1,2,2,1,3,4,1,1,2,5,3,2,1,2,2,1,3
3717,9549,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1256593,22.55711282,1,1,2,2,3,1,1,1,1,1,1,1,3,3,0,0,1,3,2,2,2,3,0,0
3718,9550,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0563229,22.64388028,1,1,3,1,1,2,1,2,1,3,2,1,3,2,3,1,5,3,0,0,0,0,0,0
3719,9551,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0312202,22.67516474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720,9552,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8953067,22.48545968,1,3,1,3,3,3,1,3,2,3,1,2,3,3,5,3,3,2,2,2,2,1,2,2
3721,9553,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0665768,22.51979943,3,3,2,3,3,1,2,1,1,3,1,1,5,1,3,2,1,2,1,1,0,0,0,0
3722,9554,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0363975,22.57228122,0,0,0,0,0,0,2,1,1,2,2,2,2,3,3,3,4,2,0,0,0,0,0,0
3723,9555,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0237941,22.60102673,5,3,3,3,3,2,0,0,0,0,0,0,3,2,3,3,2,3,0,0,0,0,0,0
3724,9556,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.2365236,22.58810713,0,0,0,0,0,0,2,2,2,1,2,1,4,2,3,1,5,1,1,1,2,3,0,0
3724,9557,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.9433599,22.77011474,2,2,3,2,1,1,2,2,1,2,0,0,4,2,4,3,3,2,2,1,2,2,0,0
3724,9558,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.8875857,22.49076602,5,2,2,2,5,1,2,1,0,0,0,0,5,3,3,1,3,1,2,2,0,0,0,0
3724,9559,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.9240269,22.48217037,2,3,3,3,0,0,1,3,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
3724,9560,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.9621245,22.54681796,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,2,2,2,0,0,0,0,0,0
3724,9561,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0178593,22.5575223,1,2,3,2,4,3,2,3,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,0
3724,9562,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,113.9633945,22.57023489,2,3,2,1,2,3,2,2,2,1,1,2,1,3,2,1,0,0,1,1,0,0,0,0
3724,9563,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.1260941,22.57110438,2,2,3,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,2
3724,9564,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0646213,22.69077496,5,2,3,1,3,1,1,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0
3724,9565,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.0136501,22.6753403,0,0,0,0,0,0,1,1,0,0,0,0,4,3,3,1,5,1,0,0,0,0,0,0
3724,9566,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.3021619,22.59713807,0,0,0,0,0,0,2,2,0,0,0,0,1,2,0,0,0,0,1,3,1,2,2,2
3724,9567,4,1,36,12500,150000,2,2,1,0,0,0,0,3,3,2,0,1,1,339,143,1,114.4136533,22.62927317,5,1,3,2,5,3,0,0,0,0,0,0,5,1,2,2,1,3,2,3,1,2,0,0
3724,9568,4,1,43,12500,408000,1,2,3,1,1,0,0,1,4,4,1,0,0,344,145,3,114.3184147,22.67755491,0,0,0,0,0,0,2,1,0,0,0,0,1,2,3,1,1,2,1,3,2,1,0,0
3724,9569,1,0,5,0,408000,1,1,3,0,0,0,0,4,1,1,0,0,0,345,145,3,114.2457927,22.71076303,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
3724,9570,4,0,43,20000,408000,1,2,3,1,1,0,1,2,1,3,1,1,1,346,145,3,113.8488247,22.61528135,0,0,0,0,0,0,2,1,1,2,1,1,3,3,2,2,2,3,2,1,0,0,0,0
3724,9571,4,1,43,12500,408000,1,2,3,1,1,0,0,1,4,4,1,0,0,344,145,3,113.9101184,22.66013986,4,1,1,2,0,0,1,2,1,3,1,2,2,2,2,3,0,0,0,0,0,0,0,0
3724,9572,1,0,6,0,408000,1,1,3,0,0,0,0,4,1,1,0,0,0,345,145,3,113.8387162,22.6868096,1,1,1,2,3,1,2,2,1,3,0,0,3,1,3,2,4,2,2,1,0,0,0,0
3724,9573,4,0,43,20000,408000,1,2,3,1,1,0,1,2,1,3,1,1,1,346,145,3,113.9334791,22.49288787,4,3,0,0,0,0,2,1,2,1,0,0,1,1,0,0,0,0,2,3,1,3,2,3
3724,9574,4,1,43,12500,408000,1,2,3,1,1,0,0,1,4,4,1,0,0,344,145,3,113.9114708,22.50905464,3,1,2,3,3,3,0,0,0,0,0,0,5,2,2,2,2,1,0,0,0,0,0,0
3724,9575,1,0,7,0,408000,1,1,3,0,0,0,0,4,1,1,0,0,0,345,145,3,113.9367327,22.50231231,5,2,5,1,2,1,2,2,2,2,1,3,4,3,1,2,4,3,2,1,2,3,1,2
3724,9576,4,0,43,20000,408000,1,2,3,1,1,0,1,2,1,3,1,1,1,346,145,3,113.9113472,22.53336493,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3725,9577,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8953067,22.48545968,2,3,0,0,0,0,2,1,2,1,0,0,5,2,1,2,2,3,0,0,0,0,0,0
3725,9578,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0665768,22.51979943,1,3,2,1,5,2,0,0,0,0,0,0,2,3,4,1,4,2,1,3,0,0,0,0
3725,9579,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0363975,22.57228122,5,2,5,2,0,0,2,2,0,0,0,0,4,3,3,3,4,2,2,2,1,3,1,2
3726,9580,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0237941,22.60102673,5,3,5,3,0,0,1,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3726,9581,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.2365236,22.58810713,0,0,0,0,0,0,1,2,1,2,0,0,2,1,2,2,1,3,2,3,1,1,1,2
3726,9582,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9433599,22.77011474,0,0,0,0,0,0,1,3,2,2,1,2,3,2,1,2,2,3,0,0,0,0,0,0
3727,9583,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8875857,22.49076602,3,3,4,3,4,2,1,3,2,3,1,1,4,1,1,1,4,3,1,2,1,1,0,0
3727,9584,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9240269,22.48217037,5,3,1,2,0,0,1,1,1,3,2,2,3,2,1,3,2,2,1,3,1,1,0,0
3727,9585,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9621245,22.54681796,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
3728,9586,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0178593,22.5575223,0,0,0,0,0,0,2,3,2,2,2,1,1,2,4,2,4,1,1,1,0,0,0,0
3728,9587,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9633945,22.57023489,0,0,0,0,0,0,1,1,0,0,0,0,3,3,1,3,1,3,1,3,0,0,0,0
3728,9588,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1260941,22.57110438,1,3,0,0,0,0,0,0,0,0,0,0,4,2,1,2,0,0,1,3,1,3,0,0
3729,9589,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0646213,22.69077496,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,4,1,1,2,2,3,1,3
3729,9590,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0136501,22.6753403,4,1,5,1,3,2,1,3,2,2,2,3,2,1,3,2,0,0,0,0,0,0,0,0
3729,9591,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.3021619,22.59713807,5,2,3,2,2,3,0,0,0,0,0,0,3,3,4,2,3,3,2,2,1,3,2,3
3730,9592,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.4136533,22.62927317,4,2,1,3,2,3,2,1,2,2,0,0,3,3,2,1,2,1,1,3,0,0,0,0
3730,9593,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.3184147,22.67755491,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,3
3730,9594,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2457927,22.71076303,1,2,1,3,2,2,2,3,0,0,0,0,5,3,4,3,1,3,1,3,0,0,0,0
3731,9595,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8488247,22.61528135,5,3,1,1,2,1,0,0,0,0,0,0,1,2,1,3,2,2,2,1,0,0,0,0
3731,9596,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9101184,22.66013986,3,2,0,0,0,0,0,0,0,0,0,0,5,3,2,2,3,3,1,3,2,2,1,3
3731,9597,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8387162,22.6868096,4,3,4,3,5,2,1,3,2,3,1,2,4,2,2,2,1,3,2,2,1,2,2,3
3732,9598,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9334791,22.49288787,3,2,3,1,3,3,1,3,1,3,1,1,3,3,2,1,5,1,2,3,0,0,0,0
3732,9599,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9114708,22.50905464,5,2,3,3,5,2,2,3,2,2,1,3,3,2,5,1,3,3,0,0,0,0,0,0
3732,9600,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9367327,22.50231231,2,2,1,2,1,2,0,0,0,0,0,0,1,3,2,3,5,3,2,2,1,2,1,3
3733,9601,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9113472,22.53336493,1,1,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2
3733,9602,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0885324,22.5406077,3,2,3,1,1,2,2,2,2,2,2,3,0,0,0,0,0,0,2,1,2,2,0,0
3733,9603,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0824115,22.5387521,4,2,2,2,2,3,2,2,2,3,2,1,2,3,5,2,1,2,0,0,0,0,0,0
3734,9604,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0403313,22.51237193,5,1,0,0,0,0,0,0,0,0,0,0,5,1,1,2,2,2,1,3,0,0,0,0
3734,9605,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.013636,22.54014443,2,1,0,0,0,0,1,2,0,0,0,0,1,3,3,1,1,2,2,1,1,1,0,0
3734,9606,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0018929,22.53809848,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,3,3,3,0,0,0,0,0,0
3735,9607,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0609475,22.56083134,4,1,5,1,4,2,2,1,1,3,0,0,5,3,2,1,2,1,0,0,0,0,0,0
3735,9608,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0531883,22.56284048,0,0,0,0,0,0,2,3,2,3,1,3,4,1,3,1,3,2,2,2,2,3,1,2
3735,9609,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0476635,22.57049274,4,2,1,2,2,2,0,0,0,0,0,0,5,3,2,3,4,2,1,2,0,0,0,0
3736,9610,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0571629,22.61951878,1,2,1,3,2,2,0,0,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0
3736,9611,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1020086,22.55168613,1,2,1,1,5,3,1,3,0,0,0,0,2,2,4,1,5,1,1,2,1,2,0,0
3736,9612,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0888063,22.55399438,2,2,1,3,2,2,2,3,0,0,0,0,3,2,4,3,4,3,1,3,1,2,1,2
3737,9613,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.1180468,22.54206211,5,1,4,3,2,1,2,3,2,1,0,0,2,2,0,0,0,0,1,2,0,0,0,0
3737,9614,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1157602,22.56400417,1,2,4,1,1,2,0,0,0,0,0,0,4,1,1,1,1,3,2,3,1,3,2,3
3737,9615,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1222791,22.57617283,3,2,2,3,3,2,2,3,1,3,0,0,1,2,0,0,4,3,2,3,1,3,0,0
3738,9616,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0894393,22.56290656,0,0,0,0,0,0,1,1,1,3,2,3,2,3,5,2,4,2,0,0,0,0,0,0
3738,9617,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.1401384,22.61120062,3,2,5,3,5,2,0,0,0,0,0,0,5,3,5,2,4,2,2,2,2,3,0,0
3738,9618,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.1197687,22.62633015,0,0,0,0,0,0,2,2,2,3,0,0,3,3,4,3,5,3,1,2,0,0,0,0
3739,9619,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.126973,22.69419729,1,2,2,3,1,3,0,0,0,0,0,0,4,1,1,3,0,0,0,0,0,0,0,0
3739,9620,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0199251,22.63042303,5,1,3,3,1,2,2,2,1,1,0,0,4,2,2,1,2,3,1,1,2,1,0,0
3739,9621,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0188888,22.64670022,2,2,0,0,0,0,1,3,2,2,1,3,0,0,0,0,0,0,2,2,1,2,0,0
3740,9622,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.037148,22.62550439,2,3,3,1,2,2,2,1,1,3,0,0,5,1,5,3,4,2,0,0,0,0,0,0
3740,9623,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.0709623,22.62817986,1,2,1,1,5,2,0,0,0,0,0,0,5,2,5,3,1,3,1,1,0,0,0,0
3740,9624,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.0317398,22.64655164,4,3,5,2,5,3,1,2,1,3,2,2,5,3,2,3,5,3,0,0,0,0,0,0
3741,9625,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.0128285,22.67028172,5,2,2,2,1,3,0,0,0,0,0,0,3,1,5,1,3,3,2,3,2,3,2,3
3741,9626,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.2361798,22.71058806,1,3,1,1,0,0,2,3,0,0,0,0,1,3,3,1,4,1,0,0,0,0,0,0
3741,9627,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2430976,22.71410947,4,2,3,2,2,2,1,2,1,3,1,1,4,3,3,2,0,0,1,2,2,2,2,3
3742,9628,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.2456781,22.71207494,4,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,3,2,1,2,0,0,0,0
3742,9629,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,114.2582854,22.72174494,1,1,0,0,0,0,2,2,2,1,1,1,5,2,3,2,0,0,2,3,0,0,0,0
3742,9630,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,114.2259198,22.73338826,0,0,0,0,0,0,1,2,0,0,0,0,3,2,5,3,4,2,0,0,0,0,0,0
3743,9631,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,114.3755009,22.74798083,1,1,1,2,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0
3743,9632,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.9004707,22.55732774,4,2,5,2,1,1,0,0,0,0,0,0,4,2,3,1,0,0,2,1,0,0,0,0
3743,9633,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8874661,22.57012128,2,3,3,3,5,3,0,0,0,0,0,0,5,2,2,2,5,3,1,3,0,0,0,0
3744,9634,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.896645,22.5725377,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,1,1,0,0,0,0
3744,9635,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8967133,22.57856619,1,2,1,3,0,0,0,0,0,0,0,0,1,2,5,3,5,2,1,1,2,3,0,0
3744,9636,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8852966,22.57312598,1,2,0,0,0,0,0,0,0,0,0,0,4,2,5,2,1,2,0,0,0,0,0,0
3745,9637,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8777096,22.57949476,3,3,0,0,0,0,0,0,0,0,0,0,5,1,1,2,3,3,2,1,1,3,1,3
3745,9638,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8549526,22.57981904,3,2,3,1,5,3,2,3,1,2,2,2,5,1,3,1,5,3,2,1,1,1,1,3
3745,9639,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9026307,22.55983145,0,0,0,0,0,0,2,2,2,2,2,3,0,0,0,0,0,0,1,2,2,2,2,3
3746,9640,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.8644714,22.58631445,3,1,1,3,5,2,0,0,0,0,0,0,3,2,5,1,1,3,0,0,0,0,0,0
3746,9641,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8573147,22.59211009,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3746,9642,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.9232541,22.64493931,1,3,1,3,1,2,0,0,0,0,0,0,2,2,3,3,2,3,1,3,2,3,0,0
3747,9643,4,0,37,3750,135000,1,2,3,0,0,0,0,2,2,3,0,0,1,16,11,3,113.9274145,22.68508078,4,3,4,2,0,0,0,0,0,0,0,0,5,2,3,2,3,3,1,2,2,3,0,0
3747,9644,6,1,59,3750,135000,1,2,3,0,0,0,0,2,1,3,0,1,1,17,11,3,113.8294674,22.6924751,5,1,1,1,4,2,1,1,1,2,1,3,5,2,3,3,1,2,2,2,0,0,0,0
3747,9645,7,0,65,3750,135000,1,4,3,0,0,0,0,1,4,4,1,0,0,18,11,3,113.8401454,22.70575501,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
