HID,PID,Gender,Age_group,Education,Income,License,Status,Education_detailed,Number,Long,Lat
5926,10076,0,6,2,184000,1,2,5,3,0,0
5926,10077,1,7,3,184000,1,3,6,3,0,0
5926,10078,1,2,1,184000,1,1,4,3,0,0
5927,10079,0,6,2,184000,1,2,5,3,0,0
5927,10080,1,7,3,184000,1,3,6,3,0,0
5927,10081,1,2,1,184000,1,1,4,3,0,0
5928,10082,0,6,2,184000,1,2,5,3,0,0
5928,10083,1,7,3,184000,1,3,6,3,0,0
5928,10084,1,2,1,184000,1,1,4,3,0,0
5929,10085,0,6,2,184000,1,2,5,3,0,0
5929,10086,1,7,3,184000,1,3,6,3,0,0
5929,10087,1,2,1,184000,1,1,4,3,0,0
5930,10088,0,6,2,184000,1,2,5,3,0,0
5930,10089,1,7,3,184000,1,3,6,3,0,0
5930,10090,1,2,1,184000,1,1,4,3,0,0
5931,10091,0,6,2,184000,1,2,5,3,0,0
5931,10092,1,7,3,184000,1,3,6,3,0,0
5931,10093,1,2,1,184000,1,1,4,3,0,0
5932,10094,0,6,2,184000,1,2,5,3,0,0
5932,10095,1,7,3,184000,1,3,6,3,0,0
5932,10096,1,2,1,184000,1,1,4,3,0,0
5933,10097,0,6,2,184000,1,2,5,3,0,0
5933,10098,1,7,3,184000,1,3,6,3,0,0
5933,10099,1,2,1,184000,1,1,4,3,0,0
5934,10100,0,6,2,184000,1,2,5,3,0,0
5934,10101,1,7,3,184000,1,3,6,3,0,0
5934,10102,1,2,1,184000,1,1,4,3,0,0
5935,10103,0,6,2,184000,1,2,5,3,0,0
5935,10104,1,7,3,184000,1,3,6,3,0,0
5935,10105,1,2,1,184000,1,1,4,3,0,0
5936,10106,0,6,2,184000,1,2,5,3,0,0
5936,10107,1,7,3,184000,1,3,6,3,0,0
5936,10108,1,2,1,184000,1,1,4,3,0,0
5937,10109,0,6,2,184000,1,2,5,3,0,0
5937,10110,1,7,3,184000,1,3,6,3,0,0
5937,10111,1,2,1,184000,1,1,4,3,0,0
5938,10112,0,6,2,184000,1,2,5,3,0,0
5938,10113,1,7,3,184000,1,3,6,3,0,0
5938,10114,1,2,1,184000,1,1,4,3,0,0
5939,10115,0,6,2,184000,1,2,5,3,0,0
5939,10116,1,7,3,184000,1,3,6,3,0,0
5939,10117,1,2,1,184000,1,1,4,3,0,0
5940,10118,0,6,2,184000,1,2,5,3,0,0
5940,10119,1,7,3,184000,1,3,6,3,0,0
5940,10120,1,2,1,184000,1,1,4,3,0,0
5941,10121,0,6,2,184000,1,2,5,3,0,0
5941,10122,1,7,3,184000,1,3,6,3,0,0
5941,10123,1,2,1,184000,1,1,4,3,0,0
5942,10124,0,6,2,184000,1,2,5,3,0,0
5942,10125,1,7,3,184000,1,3,6,3,0,0
5942,10126,1,2,1,184000,1,1,4,3,0,0
5943,10127,0,6,2,184000,1,2,5,3,0,0
5943,10128,1,7,3,184000,1,3,6,3,0,0
5943,10129,1,2,1,184000,1,1,4,3,0,0
5944,10130,0,6,2,184000,1,2,5,3,0,0
5944,10131,1,7,3,184000,1,3,6,3,0,0
5944,10132,1,2,1,184000,1,1,4,3,0,0
5945,10133,0,6,2,184000,1,2,5,3,0,0
5945,10134,1,7,3,184000,1,3,6,3,0,0
5945,10135,1,2,1,184000,1,1,4,3,0,0
5946,10136,0,6,2,184000,1,2,5,3,0,0
5946,10137,1,7,3,184000,1,3,6,3,0,0
5946,10138,1,2,1,184000,1,1,4,3,0,0
5947,10139,0,6,2,184000,1,2,5,3,0,0
5947,10140,1,7,3,184000,1,3,6,3,0,0
5947,10141,1,2,1,184000,1,1,4,3,0,0
5948,10142,0,6,2,184000,1,2,5,3,0,0
5948,10143,1,7,3,184000,1,3,6,3,0,0
5948,10144,1,2,1,184000,1,1,4,3,0,0
5949,10145,0,6,2,184000,1,2,5,3,0,0
5949,10146,1,7,3,184000,1,3,6,3,0,0
5949,10147,1,2,1,184000,1,1,4,3,0,0
5950,10148,0,6,2,184000,1,2,5,3,0,0
5950,10149,1,7,3,184000,1,3,6,3,0,0
5950,10150,1,2,1,184000,1,1,4,3,0,0
5951,10151,0,6,2,184000,1,2,5,3,0,0
5951,10152,1,7,3,184000,1,3,6,3,0,0
5951,10153,1,2,1,184000,1,1,4,3,0,0
5952,10154,0,6,2,184000,1,2,5,3,0,0
5952,10155,1,7,3,184000,1,3,6,3,0,0
5952,10156,1,2,1,184000,1,1,4,3,0,0
5953,10157,0,6,2,184000,1,2,5,3,0,0
5953,10158,1,7,3,184000,1,3,6,3,0,0
5953,10159,1,2,1,184000,1,1,4,3,0,0
5954,10160,0,6,2,184000,1,2,5,3,0,0
5954,10161,1,7,3,184000,1,3,6,3,0,0
5954,10162,1,2,1,184000,1,1,4,3,0,0
5955,10163,0,6,2,184000,1,2,5,3,0,0
5955,10164,1,7,3,184000,1,3,6,3,0,0
5955,10165,1,2,1,184000,1,1,4,3,0,0
5956,10166,0,6,2,184000,1,2,5,3,0,0
5956,10167,1,7,3,184000,1,3,6,3,0,0
5956,10168,1,2,1,184000,1,1,4,3,0,0
5957,10169,0,6,2,184000,1,2,5,3,0,0
5957,10170,1,7,3,184000,1,3,6,3,0,0
5957,10171,1,2,1,184000,1,1,4,3,0,0
5958,10172,0,6,2,184000,1,2,5,3,0,0
5958,10173,1,7,3,184000,1,3,6,3,0,0
5958,10174,1,2,1,184000,1,1,4,3,0,0
5959,10175,0,6,2,184000,1,2,5,3,0,0
5959,10176,1,7,3,184000,1,3,6,3,0,0
5959,10177,1,2,1,184000,1,1,4,3,0,0
5960,10178,0,6,2,184000,1,2,5,3,0,0
5960,10179,1,7,3,184000,1,3,6,3,0,0
5960,10180,1,2,1,184000,1,1,4,3,0,0
5961,10181,0,6,2,184000,1,2,5,3,0,0
5961,10182,1,7,3,184000,1,3,6,3,0,0
5961,10183,1,2,1,184000,1,1,4,3,0,0
5962,10184,0,6,2,184000,1,2,5,3,0,0
5962,10185,1,7,3,184000,1,3,6,3,0,0
5962,10186,1,2,1,184000,1,1,4,3,0,0
5963,10187,0,6,2,184000,1,2,5,3,0,0
5963,10188,1,7,3,184000,1,3,6,3,0,0
5963,10189,1,2,1,184000,1,1,4,3,0,0
5964,10190,0,6,2,184000,1,2,5,3,0,0
5964,10191,1,7,3,184000,1,3,6,3,0,0
5964,10192,1,2,1,184000,1,1,4,3,0,0
5965,10193,0,6,2,184000,1,2,5,3,0,0
5965,10194,1,7,3,184000,1,3,6,3,0,0
5965,10195,1,2,1,184000,1,1,4,3,0,0
5966,10196,0,6,2,184000,1,2,5,3,0,0
5966,10197,1,7,3,184000,1,3,6,3,0,0
5966,10198,1,2,1,184000,1,1,4,3,0,0
5967,10199,0,6,2,184000,1,2,5,3,0,0
5967,10200,1,7,3,184000,1,3,6,3,0,0
5967,10201,1,2,1,184000,1,1,4,3,0,0
5968,10202,0,6,2,184000,1,2,5,3,0,0
5968,10203,1,7,3,184000,1,3,6,3,0,0
5968,10204,1,2,1,184000,1,1,4,3,0,0
5969,10205,0,6,2,184000,1,2,5,3,0,0
5969,10206,1,7,3,184000,1,3,6,3,0,0
5969,10207,1,2,1,184000,1,1,4,3,0,0
5970,10208,0,6,2,184000,1,2,5,3,0,0
5970,10209,1,7,3,184000,1,3,6,3,0,0
5970,10210,1,2,1,184000,1,1,4,3,0,0
5971,10211,0,6,2,184000,1,2,5,3,0,0
5971,10212,1,7,3,184000,1,3,6,3,0,0
5971,10213,1,2,1,184000,1,1,4,3,0,0
5972,10214,0,6,2,184000,1,2,5,3,0,0
5972,10215,1,7,3,184000,1,3,6,3,0,0
5972,10216,1,2,1,184000,1,1,4,3,0,0
5973,10217,0,6,2,184000,1,2,5,3,0,0
5973,10218,1,7,3,184000,1,3,6,3,0,0
5973,10219,1,2,1,184000,1,1,4,3,0,0
5974,10220,0,6,2,184000,1,2,5,3,0,0
5974,10221,1,7,3,184000,1,3,6,3,0,0
5974,10222,1,2,1,184000,1,1,4,3,0,0
5975,10223,0,6,2,184000,1,2,5,3,0,0
5975,10224,1,7,3,184000,1,3,6,3,0,0
5975,10225,1,2,1,184000,1,1,4,3,0,0
5976,10226,0,6,2,184000,1,2,5,3,0,0
5976,10227,1,7,3,184000,1,3,6,3,0,0
5976,10228,1,2,1,184000,1,1,4,3,0,0
5977,10229,0,6,2,184000,1,2,5,3,0,0
5977,10230,1,7,3,184000,1,3,6,3,0,0
5977,10231,1,2,1,184000,1,1,4,3,0,0
5978,10232,0,6,2,184000,1,2,5,3,0,0
5978,10233,1,7,3,184000,1,3,6,3,0,0
5978,10234,1,2,1,184000,1,1,4,3,0,0
5979,10235,0,6,2,184000,1,2,5,3,0,0
5979,10236,1,7,3,184000,1,3,6,3,0,0
5979,10237,1,2,1,184000,1,1,4,3,0,0
5980,10238,0,6,2,184000,1,2,5,3,0,0
5980,10239,1,7,3,184000,1,3,6,3,0,0
5980,10240,1,2,1,184000,1,1,4,3,0,0
5981,10241,0,6,2,184000,1,2,5,3,0,0
5981,10242,1,7,3,184000,1,3,6,3,0,0
5981,10243,1,2,1,184000,1,1,4,3,0,0
5982,10244,0,6,2,184000,1,2,5,3,0,0
5982,10245,1,7,3,184000,1,3,6,3,0,0
5982,10246,1,2,1,184000,1,1,4,3,0,0
5983,10247,0,6,2,184000,1,2,5,3,0,0
5983,10248,1,7,3,184000,1,3,6,3,0,0
5983,10249,1,2,1,184000,1,1,4,3,0,0
5984,10250,0,6,2,184000,1,2,5,3,0,0
5984,10251,1,7,3,184000,1,3,6,3,0,0
5984,10252,1,2,1,184000,1,1,4,3,0,0
5985,10253,0,6,2,184000,1,2,5,3,0,0
5985,10254,1,7,3,184000,1,3,6,3,0,0
5985,10255,1,2,1,184000,1,1,4,3,0,0
5986,10256,0,6,2,184000,1,2,5,3,0,0
5986,10257,1,7,3,184000,1,3,6,3,0,0
5986,10258,1,2,1,184000,1,1,4,3,0,0
5987,10259,0,6,2,184000,1,2,5,3,0,0
5987,10260,1,7,3,184000,1,3,6,3,0,0
5987,10261,1,2,1,184000,1,1,4,3,0,0
5988,10262,0,6,2,184000,1,2,5,3,0,0
5988,10263,1,7,3,184000,1,3,6,3,0,0
5988,10264,1,2,1,184000,1,1,4,3,0,0
5989,10265,0,6,2,184000,1,2,5,3,0,0
5989,10266,1,7,3,184000,1,3,6,3,0,0
5989,10267,1,2,1,184000,1,1,4,3,0,0
5990,10268,0,6,2,184000,1,2,5,3,0,0
5990,10269,1,7,3,184000,1,3,6,3,0,0
5990,10270,1,2,1,184000,1,1,4,3,0,0
5991,10271,0,6,2,184000,1,2,5,3,0,0
5991,10272,1,7,3,184000,1,3,6,3,0,0
5991,10273,1,2,1,184000,1,1,4,3,0,0
5992,10274,0,6,2,184000,1,2,5,3,0,0
5992,10275,1,7,3,184000,1,3,6,3,0,0
5992,10276,1,2,1,184000,1,1,4,3,0,0
5993,10277,0,6,2,184000,1,2,5,3,0,0
5993,10278,1,7,3,184000,1,3,6,3,0,0
5993,10279,1,2,1,184000,1,1,4,3,0,0
5994,10280,0,6,2,184000,1,2,5,3,0,0
5994,10281,1,7,3,184000,1,3,6,3,0,0
5994,10282,1,2,1,184000,1,1,4,3,0,0
5995,10283,0,6,2,184000,1,2,5,3,0,0
5995,10284,1,7,3,184000,1,3,6,3,0,0
5995,10285,1,2,1,184000,1,1,4,3,0,0
5996,10286,0,6,2,184000,1,2,5,3,0,0
5996,10287,1,7,3,184000,1,3,6,3,0,0
5996,10288,1,2,1,184000,1,1,4,3,0,0
5997,10289,0,6,2,184000,1,2,5,3,0,0
5997,10290,1,7,3,184000,1,3,6,3,0,0
5997,10291,1,2,1,184000,1,1,4,3,0,0
5998,10292,0,6,2,184000,1,2,5,3,0,0
5998,10293,1,7,3,184000,1,3,6,3,0,0
5998,10294,1,2,1,184000,1,1,4,3,0,0
5999,10295,0,6,2,184000,1,2,5,3,0,0
5999,10296,1,7,3,184000,1,3,6,3,0,0
5999,10297,1,2,1,184000,1,1,4,3,0,0
6000,10298,0,6,2,184000,1,2,5,3,0,0
6000,10299,1,7,3,184000,1,3,6,3,0,0
6000,10300,1,2,1,184000,1,1,4,3,0,0
6001,10301,0,6,2,184000,1,2,5,3,0,0
6001,10302,1,7,3,184000,1,3,6,3,0,0
6001,10303,1,2,1,184000,1,1,4,3,0,0
6002,10304,0,6,2,184000,1,2,5,3,0,0
6002,10305,1,7,3,184000,1,3,6,3,0,0
6002,10306,1,2,1,184000,1,1,4,3,0,0
6003,10307,0,6,2,184000,1,2,5,3,0,0
6003,10308,1,7,3,184000,1,3,6,3,0,0
6003,10309,1,2,1,184000,1,1,4,3,0,0
6004,10310,0,6,2,184000,1,2,5,3,0,0
6004,10311,1,7,3,184000,1,3,6,3,0,0
6004,10312,1,2,1,184000,1,1,4,3,0,0
6005,10313,0,6,2,184000,1,2,5,3,0,0
6005,10314,1,7,3,184000,1,3,6,3,0,0
6005,10315,1,2,1,184000,1,1,4,3,0,0
6006,10316,0,6,2,184000,1,2,5,3,0,0
6006,10317,1,7,3,184000,1,3,6,3,0,0
6006,10318,1,2,1,184000,1,1,4,3,0,0
6007,10319,0,6,2,184000,1,2,5,3,0,0
6007,10320,1,7,3,184000,1,3,6,3,0,0
6007,10321,1,2,1,184000,1,1,4,3,0,0
6008,10322,0,6,2,184000,1,2,5,3,0,0
6008,10323,1,7,3,184000,1,3,6,3,0,0
6008,10324,1,2,1,184000,1,1,4,3,0,0
6009,10325,0,6,2,184000,1,2,5,3,0,0
6009,10326,1,7,3,184000,1,3,6,3,0,0
6009,10327,1,2,1,184000,1,1,4,3,0,0
6010,10328,0,6,2,184000,1,2,5,3,0,0
6010,10329,1,7,3,184000,1,3,6,3,0,0
6010,10330,1,2,1,184000,1,1,4,3,0,0
6011,10331,0,6,2,184000,1,2,5,3,0,0
6011,10332,1,7,3,184000,1,3,6,3,0,0
6011,10333,1,2,1,184000,1,1,4,3,0,0
6012,10334,0,6,2,184000,1,2,5,3,0,0
6012,10335,1,7,3,184000,1,3,6,3,0,0
6012,10336,1,2,1,184000,1,1,4,3,0,0
6013,10337,0,6,2,184000,1,2,5,3,0,0
6013,10338,1,7,3,184000,1,3,6,3,0,0
6013,10339,1,2,1,184000,1,1,4,3,0,0
6014,10340,0,6,2,184000,1,2,5,3,0,0
6014,10341,1,7,3,184000,1,3,6,3,0,0
6014,10342,1,2,1,184000,1,1,4,3,0,0
6015,10343,0,6,2,184000,1,2,5,3,0,0
6015,10344,1,7,3,184000,1,3,6,3,0,0
6015,10345,1,2,1,184000,1,1,4,3,0,0
6016,10346,0,6,2,184000,1,2,5,3,0,0
6016,10347,1,7,3,184000,1,3,6,3,0,0
6016,10348,1,2,1,184000,1,1,4,3,0,0
6017,10349,0,6,2,184000,1,2,5,3,0,0
6017,10350,1,7,3,184000,1,3,6,3,0,0
6017,10351,1,2,1,184000,1,1,4,3,0,0
6018,10352,0,6,2,184000,1,2,5,3,0,0
6018,10353,1,7,3,184000,1,3,6,3,0,0
6018,10354,1,2,1,184000,1,1,4,3,0,0
6019,10355,0,6,2,184000,1,2,5,3,0,0
6019,10356,1,7,3,184000,1,3,6,3,0,0
6019,10357,1,2,1,184000,1,1,4,3,0,0
6020,10358,0,6,2,184000,1,2,5,3,0,0
6020,10359,1,7,3,184000,1,3,6,3,0,0
6020,10360,1,2,1,184000,1,1,4,3,0,0
6021,10361,0,6,2,184000,1,2,5,3,0,0
6021,10362,1,7,3,184000,1,3,6,3,0,0
6021,10363,1,2,1,184000,1,1,4,3,0,0
6022,10364,0,6,2,184000,1,2,5,3,0,0
6022,10365,1,7,3,184000,1,3,6,3,0,0
6022,10366,1,2,1,184000,1,1,4,3,0,0
6023,10367,0,6,2,184000,1,2,5,3,0,0
6023,10368,1,7,3,184000,1,3,6,3,0,0
6023,10369,1,2,1,184000,1,1,4,3,0,0
6024,10370,0,6,2,184000,1,2,5,3,0,0
6024,10371,1,7,3,184000,1,3,6,3,0,0
6024,10372,1,2,1,184000,1,1,4,3,0,0
6025,10373,0,6,2,184000,1,2,5,3,0,0
6025,10374,1,7,3,184000,1,3,6,3,0,0
6025,10375,1,2,1,184000,1,1,4,3,0,0
6026,10376,0,6,2,184000,1,2,5,3,0,0
6026,10377,1,7,3,184000,1,3,6,3,0,0
6026,10378,1,2,1,184000,1,1,4,3,0,0
6027,10379,0,6,2,184000,1,2,5,3,0,0
6027,10380,1,7,3,184000,1,3,6,3,0,0
6027,10381,1,2,1,184000,1,1,4,3,0,0
6028,10382,0,6,2,184000,1,2,5,3,0,0
6028,10383,1,7,3,184000,1,3,6,3,0,0
6028,10384,1,2,1,184000,1,1,4,3,0,0
6029,10385,0,6,2,184000,1,2,5,3,0,0
6029,10386,1,7,3,184000,1,3,6,3,0,0
6029,10387,1,2,1,184000,1,1,4,3,0,0
6030,10388,0,6,2,184000,1,2,5,3,0,0
6030,10389,1,7,3,184000,1,3,6,3,0,0
6030,10390,1,2,1,184000,1,1,4,3,0,0
6031,10391,0,6,2,184000,1,2,5,3,0,0
6031,10392,1,7,3,184000,1,3,6,3,0,0
6031,10393,1,2,1,184000,1,1,4,3,0,0
6032,10394,0,6,2,184000,1,2,5,3,0,0
6032,10395,1,7,3,184000,1,3,6,3,0,0
6032,10396,1,2,1,184000,1,1,4,3,0,0
6033,10397,0,6,2,184000,1,2,5,3,0,0
6033,10398,1,7,3,184000,1,3,6,3,0,0
6033,10399,1,2,1,184000,1,1,4,3,0,0
6034,10400,0,6,2,184000,1,2,5,3,0,0
6034,10401,1,7,3,184000,1,3,6,3,0,0
6034,10402,1,2,1,184000,1,1,4,3,0,0
6035,10403,0,6,2,184000,1,2,5,3,0,0
6035,10404,1,7,3,184000,1,3,6,3,0,0
6035,10405,1,2,1,184000,1,1,4,3,0,0
6036,10406,0,6,2,184000,1,2,5,3,0,0
6036,10407,1,7,3,184000,1,3,6,3,0,0
6036,10408,1,2,1,184000,1,1,4,3,0,0
6037,10409,0,6,2,184000,1,2,5,3,0,0
6037,10410,1,7,3,184000,1,3,6,3,0,0
6037,10411,1,2,1,184000,1,1,4,3,0,0
6038,10412,0,6,2,184000,1,2,5,3,0,0
6038,10413,1,7,3,184000,1,3,6,3,0,0
6038,10414,1,2,1,184000,1,1,4,3,0,0
6039,10415,0,6,2,184000,1,2,5,3,0,0
6039,10416,1,7,3,184000,1,3,6,3,0,0
6039,10417,1,2,1,184000,1,1,4,3,0,0
6040,10418,0,6,2,184000,1,2,5,3,0,0
6040,10419,1,7,3,184000,1,3,6,3,0,0
6040,10420,1,2,1,184000,1,1,4,3,0,0
6041,10421,0,6,2,184000,1,2,5,3,0,0
6041,10422,1,7,3,184000,1,3,6,3,0,0
6041,10423,1,2,1,184000,1,1,4,3,0,0
6042,10424,0,6,2,184000,1,2,5,3,0,0
6042,10425,1,7,3,184000,1,3,6,3,0,0
6042,10426,1,2,1,184000,1,1,4,3,0,0
6043,10427,0,6,2,184000,1,2,5,3,0,0
6043,10428,1,7,3,184000,1,3,6,3,0,0
6043,10429,1,2,1,184000,1,1,4,3,0,0
6044,10430,0,6,2,184000,1,2,5,3,0,0
6044,10431,1,7,3,184000,1,3,6,3,0,0
6044,10432,1,2,1,184000,1,1,4,3,0,0
6045,10433,0,6,2,184000,1,2,5,3,0,0
6045,10434,1,7,3,184000,1,3,6,3,0,0
6045,10435,1,2,1,184000,1,1,4,3,0,0
6046,10436,0,6,2,184000,1,2,5,3,0,0
6046,10437,1,7,3,184000,1,3,6,3,0,0
6046,10438,1,2,1,184000,1,1,4,3,0,0
6047,10439,0,6,2,184000,1,2,5,3,0,0
6047,10440,1,7,3,184000,1,3,6,3,0,0
6047,10441,1,2,1,184000,1,1,4,3,0,0
6048,10442,0,6,2,184000,1,2,5,3,0,0
6048,10443,1,7,3,184000,1,3,6,3,0,0
6048,10444,1,2,1,184000,1,1,4,3,0,0
6049,10445,0,6,2,184000,1,2,5,3,0,0
6049,10446,1,7,3,184000,1,3,6,3,0,0
6049,10447,1,2,1,184000,1,1,4,3,0,0
6050,10448,0,6,2,184000,1,2,5,3,0,0
6050,10449,1,7,3,184000,1,3,6,3,0,0
6050,10450,1,2,1,184000,1,1,4,3,0,0
6051,10451,0,6,2,184000,1,2,5,3,0,0
6051,10452,1,7,3,184000,1,3,6,3,0,0
6051,10453,1,2,1,184000,1,1,4,3,0,0
6052,10454,0,6,2,184000,1,2,5,3,0,0
6052,10455,1,7,3,184000,1,3,6,3,0,0
6052,10456,1,2,1,184000,1,1,4,3,0,0
6053,10457,0,6,2,184000,1,2,5,3,0,0
6053,10458,1,7,3,184000,1,3,6,3,0,0
6053,10459,1,2,1,184000,1,1,4,3,0,0
6054,10460,0,6,2,184000,1,2,5,3,0,0
6054,10461,1,7,3,184000,1,3,6,3,0,0
6054,10462,1,2,1,184000,1,1,4,3,0,0
6055,10463,0,6,2,184000,1,2,5,3,0,0
6055,10464,1,7,3,184000,1,3,6,3,0,0
6055,10465,1,2,1,184000,1,1,4,3,0,0
6056,10466,0,6,2,184000,1,2,5,3,0,0
6056,10467,1,7,3,184000,1,3,6,3,0,0
6056,10468,1,2,1,184000,1,1,4,3,0,0
6057,10469,0,6,2,184000,1,2,5,3,0,0
6057,10470,1,7,3,184000,1,3,6,3,0,0
6057,10471,1,2,1,184000,1,1,4,3,0,0
6058,10472,0,6,2,184000,1,2,5,3,0,0
6058,10473,1,7,3,184000,1,3,6,3,0,0
6058,10474,1,2,1,184000,1,1,4,3,0,0
6059,10475,0,6,2,184000,1,2,5,3,0,0
6059,10476,1,7,3,184000,1,3,6,3,0,0
6059,10477,1,2,1,184000,1,1,4,3,0,0
6060,10478,0,6,2,184000,1,2,5,3,0,0
6060,10479,1,7,3,184000,1,3,6,3,0,0
6060,10480,1,2,1,184000,1,1,4,3,0,0
6061,10481,0,6,2,184000,1,2,5,3,0,0
6061,10482,1,7,3,184000,1,3,6,3,0,0
6061,10483,1,2,1,184000,1,1,4,3,0,0
6062,10484,0,6,2,184000,1,2,5,3,0,0
6062,10485,1,7,3,184000,1,3,6,3,0,0
6062,10486,1,2,1,184000,1,1,4,3,0,0
6063,10487,0,6,2,184000,1,2,5,3,0,0
6063,10488,1,7,3,184000,1,3,6,3,0,0
6063,10489,1,2,1,184000,1,1,4,3,0,0
6064,10490,0,6,2,184000,1,2,5,3,0,0
6064,10491,1,7,3,184000,1,3,6,3,0,0
6064,10492,1,2,1,184000,1,1,4,3,0,0
6065,10493,0,6,2,184000,1,2,5,3,0,0
6065,10494,1,7,3,184000,1,3,6,3,0,0
6065,10495,1,2,1,184000,1,1,4,3,0,0
6066,10496,0,6,2,184000,1,2,5,3,0,0
6066,10497,1,7,3,184000,1,3,6,3,0,0
6066,10498,1,2,1,184000,1,1,4,3,0,0
6067,10499,0,6,2,184000,1,2,5,3,0,0
6067,10500,1,7,3,184000,1,3,6,3,0,0
6067,10501,1,2,1,184000,1,1,4,3,0,0
6068,10502,0,6,2,184000,1,2,5,3,0,0
6068,10503,1,7,3,184000,1,3,6,3,0,0
6068,10504,1,2,1,184000,1,1,4,3,0,0
6069,10505,0,6,2,184000,1,2,5,3,0,0
6069,10506,1,7,3,184000,1,3,6,3,0,0
6069,10507,1,2,1,184000,1,1,4,3,0,0
6070,10508,0,6,2,184000,1,2,5,3,0,0
6070,10509,1,7,3,184000,1,3,6,3,0,0
6070,10510,1,2,1,184000,1,1,4,3,0,0
6071,10511,0,6,2,184000,1,2,5,3,0,0
6071,10512,1,7,3,184000,1,3,6,3,0,0
6071,10513,1,2,1,184000,1,1,4,3,0,0
6072,10514,0,6,2,184000,1,2,5,3,0,0
6072,10515,1,7,3,184000,1,3,6,3,0,0
6072,10516,1,2,1,184000,1,1,4,3,0,0
6073,10517,0,6,2,184000,1,2,5,3,0,0
6073,10518,1,7,3,184000,1,3,6,3,0,0
6073,10519,1,2,1,184000,1,1,4,3,0,0
6074,10520,0,6,2,184000,1,2,5,3,0,0
6074,10521,1,7,3,184000,1,3,6,3,0,0
6074,10522,1,2,1,184000,1,1,4,3,0,0
6075,10523,0,6,2,184000,1,2,5,3,0,0
6075,10524,1,7,3,184000,1,3,6,3,0,0
6075,10525,1,2,1,184000,1,1,4,3,0,0
6076,10526,0,6,2,184000,1,2,5,3,0,0
6076,10527,1,7,3,184000,1,3,6,3,0,0
6076,10528,1,2,1,184000,1,1,4,3,0,0
6077,10529,0,6,2,184000,1,2,5,3,0,0
6077,10530,1,7,3,184000,1,3,6,3,0,0
6077,10531,1,2,1,184000,1,1,4,3,0,0
6078,10532,0,6,2,184000,1,2,5,3,0,0
6078,10533,1,7,3,184000,1,3,6,3,0,0
6078,10534,1,2,1,184000,1,1,4,3,0,0
6079,10535,0,6,2,184000,1,2,5,3,0,0
6079,10536,1,7,3,184000,1,3,6,3,0,0
6079,10537,1,2,1,184000,1,1,4,3,0,0
6080,10538,0,6,2,184000,1,2,5,3,0,0
6080,10539,1,7,3,184000,1,3,6,3,0,0
6080,10540,1,2,1,184000,1,1,4,3,0,0
6081,10541,0,6,2,184000,1,2,5,3,0,0
6081,10542,1,7,3,184000,1,3,6,3,0,0
6081,10543,1,2,1,184000,1,1,4,3,0,0
6082,10544,0,6,2,184000,1,2,5,3,0,0
6082,10545,1,7,3,184000,1,3,6,3,0,0
6082,10546,1,2,1,184000,1,1,4,3,0,0
6083,10547,0,6,2,184000,1,2,5,3,0,0
6083,10548,1,7,3,184000,1,3,6,3,0,0
6083,10549,1,2,1,184000,1,1,4,3,0,0
6084,10550,0,6,2,184000,1,2,5,3,0,0
6084,10551,1,7,3,184000,1,3,6,3,0,0
6084,10552,1,2,1,184000,1,1,4,3,0,0
6085,10553,0,6,2,184000,1,2,5,3,0,0
6085,10554,1,7,3,184000,1,3,6,3,0,0
6085,10555,1,2,1,184000,1,1,4,3,0,0
6086,10556,0,6,2,184000,1,2,5,3,0,0
6086,10557,1,7,3,184000,1,3,6,3,0,0
6086,10558,1,2,1,184000,1,1,4,3,0,0
6087,10559,0,6,2,184000,1,2,5,3,0,0
6087,10560,1,7,3,184000,1,3,6,3,0,0
6087,10561,1,2,1,184000,1,1,4,3,0,0
6088,10562,0,6,2,184000,1,2,5,3,0,0
6088,10563,1,7,3,184000,1,3,6,3,0,0
6088,10564,1,2,1,184000,1,1,4,3,0,0
6089,10565,0,6,2,184000,1,2,5,3,0,0
6089,10566,1,7,3,184000,1,3,6,3,0,0
6089,10567,1,2,1,184000,1,1,4,3,0,0
6090,10568,0,6,2,184000,1,2,5,3,0,0
6090,10569,1,7,3,184000,1,3,6,3,0,0
6090,10570,1,2,1,184000,1,1,4,3,0,0
6091,10571,0,6,2,184000,1,2,5,3,0,0
6091,10572,1,7,3,184000,1,3,6,3,0,0
6091,10573,1,2,1,184000,1,1,4,3,0,0
6092,10574,0,6,2,184000,1,2,5,3,0,0
6092,10575,1,7,3,184000,1,3,6,3,0,0
6092,10576,1,2,1,184000,1,1,4,3,0,0
6093,10577,0,6,2,184000,1,2,5,3,0,0
6093,10578,1,7,3,184000,1,3,6,3,0,0
6093,10579,1,2,1,184000,1,1,4,3,0,0
6094,10580,0,6,2,184000,1,2,5,3,0,0
6094,10581,1,7,3,184000,1,3,6,3,0,0
6094,10582,1,2,1,184000,1,1,4,3,0,0
6095,10583,0,6,2,184000,1,2,5,3,0,0
6095,10584,1,7,3,184000,1,3,6,3,0,0
6095,10585,1,2,1,184000,1,1,4,3,0,0
6096,10586,0,6,2,184000,1,2,5,3,0,0
6096,10587,1,7,3,184000,1,3,6,3,0,0
6096,10588,1,2,1,184000,1,1,4,3,0,0
6097,10589,0,6,2,184000,1,2,5,3,0,0
6097,10590,1,7,3,184000,1,3,6,3,0,0
6097,10591,1,2,1,184000,1,1,4,3,0,0
